"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","genus","subfamily","family","order","class","superclass","phylum","kingdom","isscaap"
"scomber colias","atlantic chub mackerel",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber colias","atlantic chub mackerel",34,"Senegal","SEN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber colias","atlantic chub mackerel",34,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber colias","atlantic chub mackerel",27,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus trachurus","atlantic horse mackerel",34,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus trachurus","atlantic horse mackerel",27,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber scombrus","atlantic mackerel",34,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber scombrus","atlantic mackerel",27,"Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus trachurus","atlantic horse mackerel",27,"Sweden","SWE","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber scombrus","atlantic mackerel",27,"Sweden","SWE","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber colias","atlantic chub mackerel",34,"Togo","TGO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber colias","atlantic chub mackerel",34,"Ukraine","UKR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus trachurus","atlantic horse mackerel",27,"United Kingdom","GBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber scombrus","atlantic mackerel",27,"United Kingdom","GBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"euphausia superba","antarctic krill",48,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill","euphausia",NA,"euphausiidae","euphausiacea","malacostraca",NA,"arthropoda","animalia","Krill, planktonic crustaceans"
"euphausia superba","antarctic krill",48,"China","CHN","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill","euphausia",NA,"euphausiidae","euphausiacea","malacostraca",NA,"arthropoda","animalia","Krill, planktonic crustaceans"
"euphausia superba","antarctic krill",48,"Korea, Republic of","KOR","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill","euphausia",NA,"euphausiidae","euphausiacea","malacostraca",NA,"arthropoda","animalia","Krill, planktonic crustaceans"
"euphausia superba","antarctic krill",48,"Norway","NOR","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill","euphausia",NA,"euphausiidae","euphausiacea","malacostraca",NA,"arthropoda","animalia","Krill, planktonic crustaceans"
"euphausia superba","antarctic krill",48,"Ukraine","UKR","yes","no",0,"yes","biomar","FishStat capture","Antarctic Krill","euphausia",NA,"euphausiidae","euphausiacea","malacostraca",NA,"arthropoda","animalia","Krill, planktonic crustaceans"
"engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",47,"Angola","AGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis japonicus","japanese anchovy",61,"China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"cetengraulis mysticetus","pacific anchoveta",87,"Colombia","COL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","cetengraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"anchoa nasus","longnose anchovy",87,"Ecuador","ECU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","anchoa","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"cetengraulis mysticetus","pacific anchoveta",87,"Ecuador","ECU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","cetengraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Ghana","GHA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Greece","GRC","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Italy","ITA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis japonicus","japanese anchovy",61,"Japan","JPN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis japonicus","japanese anchovy",61,"Korea, Republic of","KOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Lebanon","LBN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Liberia","LBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Malta","MLT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Mauritania","MRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis mordax","californian anchovy",77,"Mexico","MEX","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"cetengraulis mysticetus","pacific anchoveta",77,"Mexico","MEX","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","cetengraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Montenegro","MNE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Morocco","MAR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Morocco","MAR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"unknown","unknown","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"cetengraulis mysticetus","pacific anchoveta",77,"Panama","PAN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","cetengraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"anchoa nasus","longnose anchovy",87,"Peru","PER","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","anchoa","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"cetengraulis mysticetus","pacific anchoveta",87,"Peru","PER","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","cetengraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Poland","POL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Romania","ROU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Slovenia","SVN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis capensis","southern african anchovy",47,"South Africa","ZAF","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis japonicus","japanese anchovy",61,"Taiwan Province of China","TWN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Tunisia","TUN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Türkiye","TUR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",37,"Ukraine","UKR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis encrasicolus","european anchovy",27,"United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulis mordax","californian anchovy",77,"United States of America","USA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"gadus morhua","atlantic cod",27,"Belgium","BEL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Denmark","DNK","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Estonia","EST","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Faroe Islands","FRO","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Finland","FIN","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Germany","DEU","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Greenland","GRL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Iceland","ISL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Ireland","IRL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Isle of Man","IMN","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Latvia","LVA","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Lithuania","LTU","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Netherlands","NLD","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Norway","NOR","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Poland","POL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Russian Federation","RUS","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Sweden","SWE","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"United Kingdom","GBR","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring","strangomera","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella longiceps","indian oil sardine",51,"India","IND","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella longiceps","indian oil sardine",51,"Iran (Islamic Rep. of)","IRN","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella longiceps","indian oil sardine",51,"Oman","OMN","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella longiceps","indian oil sardine",51,"Pakistan","PAK","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella longiceps","indian oil sardine",51,"Yemen","YEM","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Belgium","BEL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Denmark","DNK","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Estonia","EST","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Faroe Islands","FRO","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
