"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","importer_iso3c"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"Albania","ALB","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"Algeria","DZA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"Bulgaria","BGR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"Croatia","HRV","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"Cyprus","CYP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"Egypt","EGY","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR"
"Engraulis encrasicolus","european anchovy",37,"France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM"
"Engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS"
"Engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL"
"Engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN"
"Engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI"
"Engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK"
"Engraulis encrasicolus","european anchovy",37,"Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU"
