"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","importer_iso3c"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Other nei",NA,"yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"DNK"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ECU"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"ESP"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"FRA"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GBR"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"GRC"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"NOR"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"TUR"
"Scomber colias","atlantic chub mackerel",34,"Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"VNM"
"Scomber colias","atlantic chub mackerel",34,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"AUS"
"Scomber colias","atlantic chub mackerel",34,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHL"
"Scomber colias","atlantic chub mackerel",34,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CHN"
"Scomber colias","atlantic chub mackerel",34,"Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"CRI"
