"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name"
"Engraulis encrasicolus","european anchovy",37,"Greece","GRC","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Italy","ITA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis japonicus","japanese anchovy",61,"Japan","JPN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis japonicus","japanese anchovy",61,"Korea, Republic of","KOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Lebanon","LBN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Liberia","LBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Malta","MLT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Mauritania","MRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis mordax","californian anchovy",77,"Mexico","MEX","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Cetengraulis mysticetus","pacific anchoveta",77,"Mexico","MEX","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Montenegro","MNE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Morocco","MAR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Morocco","MAR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Other nei",NA,"yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Cetengraulis mysticetus","pacific anchoveta",77,"Panama","PAN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Anchoa nasus","longnose anchovy",87,"Peru","PER","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Cetengraulis mysticetus","pacific anchoveta",87,"Peru","PER","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Poland","POL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Romania","ROU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
NA,"anchovies, etc. nei",61,"Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Saint Kitts and Nevis","KNA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Senegal","SEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Sierra Leone","SLE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Slovenia","SVN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis capensis","southern african anchovy",47,"South Africa","ZAF","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis japonicus","japanese anchovy",61,"Taiwan Province of China","TWN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",34,"Togo","TGO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Tunisia","TUN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Türkiye","TUR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",37,"Ukraine","UKR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis encrasicolus","european anchovy",27,"United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Engraulis mordax","californian anchovy",77,"United States of America","USA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy"
"Gadus morhua","atlantic cod",27,"Belgium","BEL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Denmark","DNK","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Estonia","EST","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Faroe Islands","FRO","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Finland","FIN","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Germany","DEU","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Greenland","GRL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Iceland","ISL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Ireland","IRL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Isle of Man","IMN","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Latvia","LVA","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Lithuania","LTU","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Netherlands","NLD","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Norway","NOR","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Poland","POL","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Russian Federation","RUS","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Sweden","SWE","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"United Kingdom","GBR","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring"
NA,"sardinellas nei",51,"Bahrain","BHR","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"Comoros","COM","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"Egypt","EGY","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
"Sardinella longiceps","indian oil sardine",51,"India","IND","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
"Sardinella longiceps","indian oil sardine",51,"Iran (Islamic Rep. of)","IRN","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"Jordan","JOR","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
"Sardinella longiceps","indian oil sardine",51,"Oman","OMN","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
"Sardinella longiceps","indian oil sardine",51,"Pakistan","PAK","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"Qatar","QAT","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"Tanzania, United Rep. of","TZA","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"United Arab Emirates","ARE","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
"Sardinella longiceps","indian oil sardine",51,"Yemen","YEM","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
NA,"sardinellas nei",51,"Zanzibar","EAZ","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine"
"Sprattus sprattus","european sprat",27,"Belgium","BEL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Denmark","DNK","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Estonia","EST","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Faroe Islands","FRO","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Finland","FIN","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"France","FRA","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Germany","DEU","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Ireland","IRL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Latvia","LVA","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Lithuania","LTU","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Netherlands","NLD","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat"
"Sardinops sagax","pacific sardine",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",61,"China","CHN","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",87,"Ecuador","ECU","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",61,"Japan","JPN","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",61,"Korea, Republic of","KOR","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",77,"Mexico","MEX","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",81,"New Zealand","NZL","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",87,"Peru","PER","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",61,"Russian Federation","RUS","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
"Sardinops sagax","pacific sardine",77,"United States of America","USA","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine"
NA,"sandeels(=sandlances) nei",27,"Denmark","DNK","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"France","FRA","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Germany","DEU","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Norway","NOR","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Poland","POL","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
"Ammodytes tobianus","small sandeel",27,"Poland","POL","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Portugal","PRT","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
"Ammodytes tobianus","small sandeel",27,"Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
"Gymnammodytes semisquamatus","smooth sandeel",27,"Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Sweden","SWE","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"United Kingdom","GBR","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
"Ethmidium maculatum","pacific menhaden",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Menhaden"
"Ethmidium maculatum","pacific menhaden",87,"Peru","PER","yes","no",0,"yes","biomar","FishStat capture","Menhaden"
"Gadus chalcogrammus","alaska pollock(=walleye poll.)",67,"Canada","CAN","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock"
"Gadus chalcogrammus","alaska pollock(=walleye poll.)",67,"Russian Federation","RUS","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock"
"Gadus chalcogrammus","alaska pollock(=walleye poll.)",67,"United States of America","USA","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock"
"Salmo salar","atlantic salmon",87,"Chile","CHL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Faroe Islands","FRO","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Iceland","ISL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Ireland","IRL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Norway","NOR","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Russian Federation","RUS","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Spain","ESP","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"Sweden","SWE","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Salmo salar","atlantic salmon",27,"United Kingdom","GBR","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products"
"Thunnus alalunga","albacore",77,"American Samoa","ASM","no","yes",1,"yes","skretting","FishStat capture","Albacore tuna"
"Katsuwonus pelamis","skipjack tuna",77,"American Samoa","ASM","no","yes",1,"yes","skretting","FishStat capture","Skipjack tuna"
"Thunnus albacares","yellowfin tuna",77,"American Samoa","ASM","no","yes",1,"yes","skretting","FishStat capture","Yellowfin tuna"
"Thunnus alalunga","albacore",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Albacore"
"Thunnus obesus","bigeye tuna",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Bigeye Tuna"
"Thunnus pelamis","skipjack tuna",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Skipjack tuna"
"Thunnus albacares","yellowfin tuna",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Yellowfin tuna"
"Rexea solandri","silver gemfish",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Gemfish"
"Merluccius australis","southern hake",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Southern Hake"
"Macruronus novaezelandiae","blue grenadier",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Hoki"
"Lepidorhynchus denticulatus","thorntooth grenadier",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Javelinfish"
"Genypterus blacodes","pink cusk-eel",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","New Zealand ling"
NA,"grenadiers, rattails nei",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Rattail"
"Macrourus carinatus","ridge scaled rattail",88,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Rattail"
"Macrourus carinatus","ridge scaled rattail",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Rattail"
"Scomber australasiucus","blue mackerel",57,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Blue Mackerel"
"Scomber australasiucus","blue mackerel",81,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Blue Mackerel"
"Scomber australasiucus","blue mackerel",71,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Blue Mackerel"
"Trachurus declivis","blue jack mackerel",57,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Jackmackerel"
"Trachurus declivis","blue jack mackerel",81,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Jackmackerel"
"Trachurus murphyi","chilean jack mackerel",87,"Chile","CHL","yes","no",0,"yes","skretting","FishStat capture","Jackmackerel"
"Normanichthys crockeri","mote sculpin",87,"Chile","CHL","yes","no",0,"yes","skretting","FishStat capture","Mote Sculpin"
"Stromateus stellatus","butterfishes, pomfrets nei",87,"Chile","CHL","yes","no",0,"yes","skretting","FishStat capture","Starry Butterfish"
"Engraulis japonicus","japanese anchovy",61,"China","CHN","yes","no",0,"yes","skretting","FishStat capture","Japanese Anchovy"
"Squalus acanthias","picked dogfish",81,"New Zealand","NZL","yes","no",0,"yes","skretting","FishStat capture","Spiny dogfish"
"Trachurus trachurus","atlantic horse mackerel",27,"Channel Islands","GGY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Trachurus trachurus","atlantic horse mackerel",27,"Channel Islands"," JEY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Channel Islands","GGY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Scomber scombrus","atlantic mackerel",27,"Channel Islands"," JEY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp."
"Gadus morhua","atlantic cod",27,"Channel Islands","GGY","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
"Gadus morhua","atlantic cod",27,"Channel Islands"," JEY","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod"
NA,"sandeels(=sandlances) nei",27,"Channel Islands","GGY","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
NA,"sandeels(=sandlances) nei",27,"Channel Islands"," JEY","yes","no",0,"yes","biomar","FishStat capture","Sandeel"
