"source_country_iso3c","source_country_name","importer_iso3c","sciname","common_name","wholefish","trimmings","trim_prop","data_source_feed","feed_report_spp_name"
"LKA","Sri Lanka","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"LKA","Sri Lanka","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TZA","Tanzania, United Rep. of","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"THA","Thailand","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHL","Chile","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"CHN","China","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"COL","Colombia","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ECU","Ecuador","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"SLV","El Salvador","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"JPN","Japan","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"KOR","Korea, Republic of","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"MEX","Mexico","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"NIC","Nicaragua","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PAN","Panama","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"PRT","Portugal","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"ESP","Spain","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"TWN","Taiwan Province of China","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"USA","United States of America","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VUT","Vanuatu","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","AUS","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","CHL","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","CHN","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","CRI","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","DNK","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","ECU","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","ESP","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","FRA","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","GBR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","GRC","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","NOR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","TUR","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"VEN","Venezuela (Boliv Rep of)","VNM","thunnus obesus","bigeye tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","AUS","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","CHL","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","CHN","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","CRI","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","DNK","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","ECU","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
"unknown","unknown","ESP","thunnus thynnus","atlantic bluefin tuna","no","yes",1,"biomar","Tuna Spp."
