"sciname","common_name","country","wholefish","trimmings","trim_prop","trimmings_tonnes","wholefish_tonnes","data_source_feed","data_source_fao_area_country","feed_report_spp_name","iso3c","importer_iso3c"
"Coryphaena hippurus","Common dolphinfish","Peru","no","yes",1,359.0578374,0,"cargill",NA,"Common dolphinfish","PER","VNM"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","AUT"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","CAN"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","CHL"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","CHN"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","ECU"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","GBR"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","IND"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","MEX"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","NOR"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","THA"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","USA"
"Dosidicus gigas","Humboldt squid","Argentina","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ARG","VNM"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","AUT"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","CAN"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","CHL"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","CHN"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","ECU"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","GBR"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","IND"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","MEX"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","NOR"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","THA"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","USA"
"Dosidicus gigas","Humboldt squid","Ecuador","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","ECU","VNM"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","AUT"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","CAN"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","CHL"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","CHN"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","ECU"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","GBR"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","IND"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","MEX"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","NOR"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","THA"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","USA"
"Dosidicus gigas","Humboldt squid","Peru","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","PER","VNM"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","AUT"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","CAN"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","CHL"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","CHN"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","ECU"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","GBR"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","IND"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","MEX"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","NOR"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","THA"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","USA"
"Dosidicus gigas","Humboldt squid","South Korea","no","yes",1,1535.054608,0,"cargill",NA,"Humboldt squid","KOR","VNM"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","AUT"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","CAN"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","CHL"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","CHN"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","ECU"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","GBR"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","IND"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","MEX"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","NOR"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","THA"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","USA"
"Engraulis japonicus","Japanese anchovy","China","yes","no",0,0,3868.5558044,"cargill",NA,"Japanese anchovy","CHN","VNM"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","AUT"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","CAN"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","CHL"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","CHN"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","ECU"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","GBR"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","IND"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","MEX"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","NOR"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","THA"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","USA"
"Engraulis japonicus","Japanese anchovy","Japan","yes","no",0,0,3574.575245,"cargill",NA,"Japanese anchovy","JPN","VNM"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","AUT"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","CAN"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","CHL"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","CHN"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","ECU"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","GBR"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","IND"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","MEX"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","NOR"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","THA"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","USA"
"Engraulis ringens","Peruvian anchoveta","Chile","yes","no",0,0,18456.48035,"cargill",NA,"Peruvian anchoveta","CHL","VNM"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","AUT"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","CAN"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","CHL"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","CHN"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","ECU"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","GBR"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","IND"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","MEX"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","NOR"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","THA"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","USA"
"Engraulis ringens","Peruvian anchoveta","Ecuador","yes","yes",0.601066800174383,2631.992771,1746.876217,"cargill",NA,"Peruvian anchoveta","ECU","VNM"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","AUT"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","CAN"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","CHL"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","CHN"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","ECU"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","GBR"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","IND"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","MEX"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","NOR"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","THA"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","USA"
"Engraulis ringens","Peruvian anchoveta","Norway","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","NOR","VNM"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","AUT"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","CAN"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","CHL"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","CHN"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","ECU"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","GBR"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","IND"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","MEX"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","NOR"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","THA"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","USA"
"Engraulis ringens","Peruvian anchoveta","Peru","yes","yes",0.150072668461804,3567.3304286,20203.356567,"cargill",NA,"Peruvian anchoveta","PER","VNM"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","AUT"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","CAN"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","CHL"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","CHN"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","ECU"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","GBR"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","IND"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","MEX"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","NOR"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","THA"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","USA"
"Engraulis ringens","Peruvian anchoveta","U.S.","yes","no",0,0,1746.876217,"cargill",NA,"Peruvian anchoveta","USA","VNM"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","AUT"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","CAN"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","CHL"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","CHN"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","ECU"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","GBR"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","IND"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","MEX"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","NOR"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","THA"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","USA"
"Hypothalamus sp.","Pangasius","Vietnam","no","yes",1,497.4103986,0,"cargill",NA,"Pangasius","VNM","VNM"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","AUT"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","CAN"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","CHL"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","CHN"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","ECU"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","GBR"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","IND"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","MEX"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","NOR"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","THA"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","USA"
"Katsuwonus pelamis","Skipjack tuna","Ecuador","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","ECU","VNM"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","AUT"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","CAN"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","CHL"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","CHN"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","ECU"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","GBR"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","IND"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","MEX"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","NOR"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","THA"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","USA"
"Katsuwonus pelamis","Skipjack tuna","Mauritius","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","MUS","VNM"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","AUT"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","CAN"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","CHL"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","CHN"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","ECU"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","GBR"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","IND"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","MEX"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","NOR"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","THA"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","USA"
"Katsuwonus pelamis","Skipjack tuna","Peru","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","PER","VNM"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","AUT"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","CAN"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","CHL"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","CHN"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","ECU"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","GBR"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","IND"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","MEX"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","NOR"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","THA"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","USA"
"Katsuwonus pelamis","Skipjack tuna","Vietnam","no","yes",1,5086.103678,0,"cargill",NA,"Skipjack tuna","VNM","VNM"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","AUT"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","CAN"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","CHL"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","CHN"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","ECU"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","GBR"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","IND"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","MEX"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","NOR"
"Mallotus villosus","Capelin","Denmark","yes","yes",0.463462017793708,4836.380083,5598.952042,"cargill",NA,"Capelin","DNK","THA"
