"sciname","common_name","country","wholefish","trimmings","trim_prop","data_source_feed","data_source_fao_area_country","feed_report_spp_name","iso3c","capture","importer_iso3c"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","ECU"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","EGY"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","ESP"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","FRA"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","HND"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","ITA"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","JPN"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","NGA"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","NOR"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","TUR"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","USA"
"thunnus albacares","yellowfin tuna","Papa New Guinea","no","yes",1,"skretting",NA,"yellowfin tuna","PNG","yes","VNM"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","AUS"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","CAN"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","CHL"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","CHN"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","ECU"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","EGY"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","ESP"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","FRA"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","HND"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","ITA"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","JPN"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","NGA"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","NOR"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","TUR"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","USA"
"thunnus albacares","yellowfin tuna","Philippines","yes","yes",0.933014353924132,"skretting",NA,"yellowfin tuna","PHL","yes","VNM"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","AUS"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","CAN"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","CHL"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","CHN"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","ECU"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","EGY"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","ESP"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","FRA"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","HND"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","ITA"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","JPN"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","NGA"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","NOR"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","TUR"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","USA"
"thunnus albacares","yellowfin tuna","Spain","no","yes",1,"skretting",NA,"yellowfin tuna","ESP","yes","VNM"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","AUS"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","CAN"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","CHL"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","CHN"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","ECU"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","EGY"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","ESP"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","FRA"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","HND"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","ITA"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","JPN"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","NGA"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","NOR"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","TUR"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","USA"
"thunnus albacares","yellowfin tuna","Thailand","no","yes",1,"skretting",NA,"yellowfin tuna","THA","yes","VNM"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","AUS"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","CAN"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","CHL"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","CHN"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","ECU"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","EGY"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","ESP"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","FRA"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","HND"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","ITA"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","JPN"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","NGA"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","NOR"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","TUR"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","USA"
"trachurus symmetricus","jackmackerel","Chile","no","yes",1,"skretting",NA,"jackmackerel","CHL","yes","VNM"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","AUS"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","CAN"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","CHL"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","CHN"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","ECU"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","EGY"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","ESP"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","FRA"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","HND"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","ITA"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","JPN"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","NGA"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","NOR"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","TUR"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","USA"
"trachurus symmetricus","pacific jack mackerel","Chile","yes","no",0,"skretting",NA,"pacific jack mackerel","CHL","yes","VNM"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","AUS"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","CAN"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","CHL"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","CHN"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","ECU"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","EGY"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","ESP"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","FRA"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","HND"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","ITA"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","JPN"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","NGA"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","NOR"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","TUR"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","USA"
"trachurus symmetricus","pacific jack mackerel","Ecuador","yes","no",0,"skretting",NA,"pacific jack mackerel","ECU","yes","VNM"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","AUS"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","CAN"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","CHL"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","CHN"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","ECU"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","EGY"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","ESP"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","FRA"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","HND"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","ITA"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","JPN"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","NGA"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","NOR"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","TUR"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","USA"
"trachurus symmetricus","pacific jack mackerel","Mexico","yes","no",0,"skretting",NA,"pacific jack mackerel","MEX","yes","VNM"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","AUS"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","CAN"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","CHL"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","CHN"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","ECU"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","EGY"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","ESP"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","FRA"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","HND"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","ITA"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","JPN"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","NGA"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","NOR"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","TUR"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","USA"
"trachurus symmetricus","pacific jack mackerel","Peru","yes","no",0,"skretting",NA,"pacific jack mackerel","PER","yes","VNM"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","AUS"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","CAN"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","CHL"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","CHN"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","ECU"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","EGY"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","ESP"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","FRA"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","HND"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","ITA"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","JPN"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","NGA"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","NOR"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","TUR"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","USA"
"trachurus trachurus","atlantic horse mackerel","Denmark","yes","no",0,"skretting",NA,"atlantic horse mackerel","DNK","yes","VNM"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","AUS"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","CAN"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","CHL"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","CHN"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","ECU"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","EGY"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","ESP"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","FRA"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","HND"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","ITA"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","JPN"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","NGA"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","NOR"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","TUR"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","USA"
"trachurus trachurus","atlantic horse mackerel","Norway","yes","no",0,"skretting",NA,"atlantic horse mackerel","NOR","yes","VNM"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","AUS"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","CAN"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","CHL"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","CHN"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","ECU"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","EGY"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","ESP"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","FRA"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","HND"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","ITA"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","JPN"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","NGA"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","NOR"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","TUR"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","USA"
"trisopterus esmarkii","norway pout","Denmark","yes","no",0,"skretting",NA,"norway pout","DNK","yes","VNM"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","AUS"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","CAN"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","CHL"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","CHN"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","ECU"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","EGY"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","ESP"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","FRA"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","HND"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","ITA"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","JPN"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","NGA"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","NOR"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","TUR"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","USA"
"trisopterus esmarkii","norway pout","Norway","yes","no",0,"skretting",NA,"norway pout","NOR","yes","VNM"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","AUS"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","CAN"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","CHL"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","CHN"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","ECU"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","EGY"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","ESP"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","FRA"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","HND"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","ITA"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","JPN"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","NGA"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","NOR"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","TUR"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","USA"
NA,"other",NA,"no","yes",1,"skretting",NA,"other",NA,"yes","VNM"
