"sciname","common_name","country","wholefish","trimmings","trim_prop","data_source_feed","data_source_fao_area_country","feed_report_spp_name","iso3c","capture","importer_iso3c"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","AUS"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","CAN"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","CHL"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","CHN"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","ECU"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","EGY"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","ESP"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","FRA"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","HND"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","ITA"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","JPN"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","NGA"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","NOR"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","TUR"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","USA"
"","anchovy",NA,"yes","no",0,"skretting",NA,"anchovy",NA,"yes","VNM"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","AUS"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","CAN"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","CHL"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","CHN"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","ECU"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","EGY"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","ESP"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","FRA"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","HND"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","ITA"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","JPN"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","NGA"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","NOR"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","TUR"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","USA"
"","other",NA,"yes","no",0,"skretting",NA,"other",NA,"yes","VNM"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","AUS"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","CAN"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","CHL"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","CHN"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","ECU"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","EGY"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","ESP"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","FRA"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","HND"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","ITA"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","JPN"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","NGA"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","NOR"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","TUR"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","USA"
"","shrimp",NA,"yes","no",0,"skretting",NA,"shrimp",NA,"yes","VNM"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","AUS"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","CAN"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","CHL"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","CHN"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","ECU"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","EGY"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","ESP"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","FRA"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","HND"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","ITA"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","JPN"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","NGA"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","NOR"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","TUR"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","USA"
"ammodytes spp","sandeel","Denmark","no","yes",1,"skretting",NA,"sandeel","DNK","yes","VNM"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","AUS"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","CAN"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","CHL"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","CHN"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","ECU"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","EGY"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","ESP"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","FRA"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","HND"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","ITA"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","JPN"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","NGA"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","NOR"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","TUR"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","USA"
"ammodytes spp","sandeel","Norway","no","yes",1,"skretting",NA,"sandeel","NOR","yes","VNM"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","AUS"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","CAN"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","CHL"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","CHN"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","ECU"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","EGY"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","ESP"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","FRA"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","HND"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","ITA"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","JPN"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","NGA"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","NOR"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","TUR"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","USA"
"ammodytes tobianus","sandeel","Denmark","yes","no",0,"skretting",NA,"sandeel","DNK","yes","VNM"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","AUS"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","CAN"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","CHL"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","CHN"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","ECU"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","EGY"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","ESP"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","FRA"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","HND"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","ITA"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","JPN"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","NGA"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","NOR"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","TUR"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","USA"
"ammodytes tobianus","sandeel","Norway","yes","no",0,"skretting",NA,"sandeel","NOR","yes","VNM"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","AUS"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","CAN"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","CHL"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","CHN"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","ECU"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","EGY"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","ESP"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","FRA"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","HND"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","ITA"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","JPN"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","NGA"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","NOR"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","TUR"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","USA"
"auxis thazard","frigate tuna","Ecuador","yes","no",0,"skretting",NA,"frigate tuna","ECU","yes","VNM"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","AUS"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","CAN"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","CHL"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","CHN"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","ECU"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","EGY"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","ESP"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","FRA"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","HND"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","ITA"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","JPN"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","NGA"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","NOR"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","TUR"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","USA"
"brevoortia patronus","menhaden","Mexico","yes","no",0,"skretting",NA,"menhaden","MEX","yes","VNM"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","AUS"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","CAN"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","CHL"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","CHN"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","ECU"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","EGY"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","ESP"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","FRA"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","HND"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","ITA"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","JPN"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","NGA"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","NOR"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","TUR"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","USA"
"brevoortia patronus","menhaden","USA","yes","no",0,"skretting",NA,"menhaden","USA","yes","VNM"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","AUS"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","CAN"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","CHL"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","CHN"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","ECU"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","EGY"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","ESP"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","FRA"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","HND"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","ITA"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","JPN"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","NGA"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","NOR"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","TUR"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","USA"
"capros aper","boarfish","Denmark","yes","no",0,"skretting",NA,"boarfish","DNK","yes","VNM"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","AUS"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","CAN"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","CHL"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","CHN"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","ECU"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","EGY"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","ESP"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","FRA"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","HND"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","ITA"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","JPN"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","NGA"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","NOR"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","TUR"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","USA"
"capros aper","boarfish","Ireland","yes","no",0,"skretting",NA,"boarfish","IRL","yes","VNM"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","AUS"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","CAN"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","CHL"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","CHN"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","ECU"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","EGY"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","ESP"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","FRA"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","HND"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","ITA"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","JPN"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","NGA"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","NOR"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","TUR"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","USA"
"capros aper","boarfish","Norway","yes","no",0,"skretting",NA,"boarfish","NOR","yes","VNM"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","AUS"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","CAN"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","CHL"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","CHN"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","ECU"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","EGY"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","ESP"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","FRA"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","HND"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","ITA"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","JPN"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","NGA"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","NOR"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","TUR"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","USA"
"cetengraulis mysticetus","pacific anchoveta","Ecuador","no","yes",1,"skretting",NA,"pacific anchoveta","ECU","yes","VNM"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","AUS"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","CAN"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","CHL"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","CHN"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","ECU"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","EGY"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","ESP"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","FRA"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","HND"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","ITA"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","JPN"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","NGA"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","NOR"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","TUR"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","USA"
"cetengraulis mysticetus","pacific anchoveta","Mexico","yes","no",0,"skretting",NA,"pacific anchoveta","MEX","yes","VNM"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","AUS"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","CAN"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","CHL"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","CHN"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","ECU"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","EGY"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","ESP"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","FRA"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","HND"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","ITA"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","JPN"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","NGA"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","NOR"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","TUR"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","USA"
"cetengraulis mysticetus","pacific anchoveta","Peru","no","yes",1,"skretting",NA,"pacific anchoveta","PER","yes","VNM"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","AUS"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","CAN"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","CHL"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","CHN"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","ECU"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","EGY"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","ESP"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","FRA"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","HND"
"cetengraulis mysticetus","pacific anchoveta","USA","yes","no",0,"skretting",NA,"pacific anchoveta","USA","yes","ITA"
