"country","sciname","aquaculture","trim_prop","factory_id","common_name","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
"Chile","trachurus murphyi","no",0.275862068965517,48,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,48,"jack mackerel/jurel","no","yes","Shea et al. 2025",NA,"jack mackerel/jurel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,54,"chilean jack mackerel","no","yes","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,54,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,55,"jack mackerel","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,55,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,56,"jack mackerel","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,56,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,25,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,26,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,27,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,28,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,29,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,32,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,33,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,34,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,37,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,38,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,39,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,40,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,42,"chilean jack mackerel","no","yes","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,42,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,43,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,43,"jack mackerel","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,44,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,46,"jack mackerel","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,46,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,47,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,47,"jack mackerel/jurel","no","yes","Shea et al. 2025",NA,"jack mackerel/jurel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,48,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,48,"jack mackerel/jurel","no","yes","Shea et al. 2025",NA,"jack mackerel/jurel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,54,"chilean jack mackerel","no","yes","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,54,"chilean jack mackerel","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,55,"jack mackerel","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,55,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,56,"jack mackerel","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Chile","trachurus murphyi","no",0.275862068965517,56,"jack mackerel","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
"Costa Rica","alopias vulpinus","no",1,80,"thresher","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","carcharhinus limbatus","no",1,80,"blacktip shark","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","coryphaena hippurus","no",1,80,"common dolphinfish","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","farfantepenaeus brevirostris","no",1,80,"crystal shrimp","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
"Costa Rica","istiophoridae","no",1,80,"marlins,sailfishes,etc. nei","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","istiophorus platypterus","no",1,80,"indo-pacific sailfish","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","kajikia audax","no",1,80,"striped marlin","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","katsuwonus pelamis","no",1,80,"skipjack tuna","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","lutjanidae","no",1,80,"snappers, jobfishes nei","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","lutjanus guttatus","no",1,80,"spotted rose snapper","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","penaeus","no",1,80,"penaeus shrimps nei","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
"Costa Rica","perciformes","no",1,80,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","serranidae","no",1,80,"Groupers, seabasses nei","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","thunnus albacares","no",1,80,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","thunnus obesus","no",1,80,"bigeye tuna","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Costa Rica","xiphias gladius","no",1,80,"swordfish","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
"Denmark","ammodytes marinus","no",0,81,"sandeel","yes","no","Shea et al. 2025",NA,"sandeel","no","yes","DNK"
"Denmark","ammodytes marinus","no",0,82,"sandeel","yes","no","Shea et al. 2025",NA,"sandeel","no","yes","DNK"
"Denmark","ammodytes marinus","no",0,83,"sandeel","yes","no","Shea et al. 2025",NA,"sandeel","no","yes","DNK"
"Denmark","ammodytes marinus","no",0,84,"sandeel","yes","no","Shea et al. 2025",NA,"sandeel","no","yes","DNK"
"Denmark","capros aper","no",0,81,"boarfish","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","DNK"
"Denmark","capros aper","no",0,82,"boarfish","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","DNK"
"Denmark","capros aper","no",0,83,"boarfish","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","DNK"
"Denmark","capros aper","no",0,84,"boarfish","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,81,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,81,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,82,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,82,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,83,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,83,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,84,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,84,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","clupea harengus","no",0.555555555555556,85,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","DNK"
"Denmark","gadus morhua","no",1,81,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","DNK"
"Denmark","gadus morhua","no",1,82,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","DNK"
"Denmark","gadus morhua","no",1,83,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","DNK"
"Denmark","gadus morhua","no",1,84,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","DNK"
"Denmark","melanogrammus aeglefinus","no",1,81,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","DNK"
"Denmark","melanogrammus aeglefinus","no",1,82,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","DNK"
"Denmark","melanogrammus aeglefinus","no",1,83,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","DNK"
"Denmark","melanogrammus aeglefinus","no",1,84,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","DNK"
"Denmark","merlangius merlangus","no",1,81,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","DNK"
"Denmark","merlangius merlangus","no",1,82,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","DNK"
"Denmark","merlangius merlangus","no",1,83,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","DNK"
"Denmark","merlangius merlangus","no",1,84,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","DNK"
"Denmark","merluccius merluccius","no",1,81,"hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","DNK"
"Denmark","merluccius merluccius","no",1,82,"hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","DNK"
"Denmark","merluccius merluccius","no",1,83,"hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","DNK"
"Denmark","merluccius merluccius","no",1,84,"hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","DNK"
"Denmark","microstomus kitt","no",1,81,"lemon sole","no","yes","Shea et al. 2025",NA,"lemon sole","no","yes","DNK"
"Denmark","microstomus kitt","no",1,82,"lemon sole","no","yes","Shea et al. 2025",NA,"lemon sole","no","yes","DNK"
"Denmark","microstomus kitt","no",1,83,"lemon sole","no","yes","Shea et al. 2025",NA,"lemon sole","no","yes","DNK"
"Denmark","microstomus kitt","no",1,84,"lemon sole","no","yes","Shea et al. 2025",NA,"lemon sole","no","yes","DNK"
"Denmark","oncorhynchus mykiss","yes",1,85,"trout","no","yes","Shea et al. 2025",NA,"trout","no","no","DNK"
"Denmark","platichthys flesus","no",1,81,"flounder","no","yes","Shea et al. 2025",NA,"flounder","no","yes","DNK"
"Denmark","platichthys flesus","no",1,82,"flounder","no","yes","Shea et al. 2025",NA,"flounder","no","yes","DNK"
"Denmark","platichthys flesus","no",1,83,"flounder","no","yes","Shea et al. 2025",NA,"flounder","no","yes","DNK"
"Denmark","platichthys flesus","no",1,84,"flounder","no","yes","Shea et al. 2025",NA,"flounder","no","yes","DNK"
"Denmark","pleuronectes platessa","no",1,81,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","DNK"
"Denmark","pleuronectes platessa","no",1,82,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","DNK"
"Denmark","pleuronectes platessa","no",1,83,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","DNK"
"Denmark","pleuronectes platessa","no",1,84,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","DNK"
"Denmark","pleuronectes platessa","no",1,85,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","DNK"
"Denmark","pollachius virens","no",1,81,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","DNK"
"Denmark","pollachius virens","no",1,82,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","DNK"
"Denmark","pollachius virens","no",1,83,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","DNK"
"Denmark","pollachius virens","no",1,84,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","DNK"
"Denmark","pollachius virens","no",1,85,"pollock","no","yes","Shea et al. 2025",NA,"pollock","no","yes","DNK"
"Denmark","salmo salar","yes",1,85,"salmon","no","yes","Shea et al. 2025",NA,"salmon","no","no","DNK"
"Denmark","sardina pilchardus","no",1,81,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","DNK"
"Denmark","sardina pilchardus","no",1,82,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","DNK"
"Denmark","sardina pilchardus","no",1,83,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","DNK"
"Denmark","sardina pilchardus","no",1,84,"sardine","no","yes","Shea et al. 2025",NA,"sardine","no","yes","DNK"
"Denmark","scomber scombrus","no",1,81,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","DNK"
"Denmark","scomber scombrus","no",1,82,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","DNK"
"Denmark","scomber scombrus","no",1,83,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","DNK"
"Denmark","scomber scombrus","no",1,84,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","DNK"
"Denmark","sebastes viviparus","no",1,85,"rosefish","no","yes","Shea et al. 2025",NA,"rosefish","no","yes","DNK"
"Denmark","sprattus sprattus","no",0,81,"sprat","yes","no","Shea et al. 2025",NA,"sprat","no","yes","DNK"
"Denmark","sprattus sprattus","no",0,82,"sprat","yes","no","Shea et al. 2025",NA,"sprat","no","yes","DNK"
"Denmark","sprattus sprattus","no",0,83,"sprat","yes","no","Shea et al. 2025",NA,"sprat","no","yes","DNK"
"Denmark","sprattus sprattus","no",0,84,"sprat","yes","no","Shea et al. 2025",NA,"sprat","no","yes","DNK"
"Denmark","trachinus draco","no",1,81,"greater weever","no","yes","Shea et al. 2025",NA,"greater weever","no","yes","DNK"
"Denmark","trachinus draco","no",1,82,"greater weever","no","yes","Shea et al. 2025",NA,"greater weever","no","yes","DNK"
"Denmark","trachinus draco","no",1,83,"greater weever","no","yes","Shea et al. 2025",NA,"greater weever","no","yes","DNK"
"Denmark","trachinus draco","no",1,84,"greater weever","no","yes","Shea et al. 2025",NA,"greater weever","no","yes","DNK"
"Denmark","trisopterus esmarkii","no",0,81,"norway pout","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","DNK"
"Denmark","trisopterus esmarkii","no",0,82,"norway pout","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","DNK"
"Denmark","trisopterus esmarkii","no",0,83,"norway pout","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","DNK"
"Denmark","trisopterus esmarkii","no",0,84,"norway pout","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","DNK"
"Ecuador","auxis",NA,NA,NA,"frigate and bullet tunas",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"Ecuador","katsuwonus pelamis",NA,NA,NA,"skipjack tuna",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"Ecuador","opisthonema libertate","no",1,88,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,89,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,93,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,94,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,95,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,96,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,97,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","opisthonema libertate","no",1,98,"pacific thread herring","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
"Ecuador","perciformes",NA,NA,NA,"tuna-like fishes nei",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"Ecuador","perciformes",NA,NA,NA,"tuna-like fishes nei",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"Ecuador","thunnus albacares",NA,NA,NA,"yellowfin tuna",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"Ecuador","thunnus obesus",NA,NA,NA,"bigeye tuna",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"Ecuador","thunnus orientalis",NA,NA,NA,"pacific bluefin tuna",NA,NA,NA,NA,"tuna",NA,NA,"ECU"
"ElSalvador","katsuwonus pelamis","no",1,104,"skipjack tuna","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","SLV"
"ElSalvador","thunnus alalunga","no",1,104,"albacore tuna","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","SLV"
"ElSalvador","thunnus albacares","no",1,104,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","SLV"
"ElSalvador","thunnus obesus","no",1,104,"bigeye tuna","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","SLV"
"Estonia","clupea harengus","no",0.5,105,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","EST"
"Estonia","clupea harengus","no",0.5,105,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","EST"
"Estonia","sprattus sprattus","no",0.5,105,"baltic sprat","yes","no","Shea et al. 2025",NA,"baltic sprat","no","yes","EST"
"Estonia","sprattus sprattus","no",0.5,105,"baltic sprat","no","yes","Shea et al. 2025",NA,"baltic sprat","no","yes","EST"
"Faroe Islands","clupea harengus","no",1,106,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","FRO"
"Faroe Islands","salmo salar","yes",1,106,"atlantic salmon","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","FRO"
"Faroe Islands","scomber scombrus","no",1,106,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","FRO"
"Finland","clupea harengus","no",0,107,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","FIN"
"Finland","sprattus sprattus","no",0,107,"baltic sprat","yes","no","Shea et al. 2025",NA,"baltic sprat","no","yes","FIN"
"France","aphanopus carbo","no",1,112,"black scabbardfish","no","yes","Shea et al. 2025",NA,"black scabbardfish","no","yes","FRA"
"France","clupea harengus","no",0.5,110,"herring","yes","no","Shea et al. 2025",NA,"herring","no","yes","FRA"
"France","clupea harengus","no",0.5,112,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","FRA"
"France","engraulis ringens","no",0,110,"anchovy","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","FRA"
"France","gadus morhua","no",1,112,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","FRA"
"France","gadus morhua","no",1,113,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","FRA"
"France","loligo vulgaris","no",1,113,"squid","no","yes","Shea et al. 2025",NA,"squid","no","yes","FRA"
"France","lophius piscatorius","no",1,113,"anglerfish","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","FRA"
"France","melanogrammus aeglefinus","no",1,112,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","FRA"
"France","melanogrammus aeglefinus","no",1,113,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","FRA"
"France","merlangius merlangus","no",1,112,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","FRA"
"France","merlangius merlangus","no",1,113,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","FRA"
"France","merluccius merluccius","no",1,112,"european hake","no","yes","Shea et al. 2025",NA,"european hake","no","yes","FRA"
"France","merluccius merluccius","no",1,113,"european hake","no","yes","Shea et al. 2025",NA,"european hake","no","yes","FRA"
"France","molva dypterygia","no",1,112,"blue ling","no","yes","Shea et al. 2025",NA,"blue ling","no","yes","FRA"
"France","molva molva","no",1,112,"ling","no","yes","Shea et al. 2025",NA,"ling","no","yes","FRA"
"France","molva molva","no",1,113,"ling","no","yes","Shea et al. 2025",NA,"ling","no","yes","FRA"
"France","mullus surmuletus","no",1,113,"red mullet","no","yes","Shea et al. 2025",NA,"red mullet","no","yes","FRA"
"France","oncorhynchus mykiss","yes",1,112,"rainbow trout","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","FRA"
"France","oncorhynchus mykiss","yes",1,113,"rainbow trout","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","FRA"
"France","pecten maximus","no",1,113,"scallop","no","yes","Shea et al. 2025",NA,"scallop","no","yes","FRA"
"France","pleuronectes platessa","no",1,112,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","FRA"
"France","pollachius pollachius","no",1,112,"pollack","no","yes","Shea et al. 2025",NA,"pollack","no","yes","FRA"
"France","pollachius pollachius","no",1,113,"pollack","no","yes","Shea et al. 2025",NA,"pollack","no","yes","FRA"
"France","pollachius virens","no",0.666666666666667,110,"saithe","yes","no","Shea et al. 2025",NA,"saithe","no","yes","FRA"
"France","pollachius virens","no",0.666666666666667,112,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","FRA"
"France","pollachius virens","no",0.666666666666667,113,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","FRA"
"France","reinhardtius hippoglossoides","no",1,112,"greenland halibut","no","yes","Shea et al. 2025",NA,"greenland halibut","no","yes","FRA"
"France","salmo salar","yes",1,110,"salmon","no","yes","Shea et al. 2025",NA,"salmon","no","no","FRA"
"France","salmo salar","yes",1,112,"atlantic salmon","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","FRA"
"France","salmo salar","yes",1,113,"atlantic salmon","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","FRA"
"France","sardina pilchardus","no",0.333333333333333,110,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","FRA"
"France","sardina pilchardus","no",0.333333333333333,111,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","FRA"
"France","sardina pilchardus","no",0.333333333333333,113,"european sardine","no","yes","Shea et al. 2025",NA,"european sardine","no","yes","FRA"
"France","scomber scombrus","no",1,112,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","FRA"
"France","scophthalmus maximus","no",1,113,"turbot","no","yes","Shea et al. 2025",NA,"turbot","no","yes","FRA"
"France","sebastes mentella","no",1,112,"beaked redfish","no","yes","Shea et al. 2025",NA,"beaked redfish","no","yes","FRA"
"France","solea solea","no",1,113,"sole","no","yes","Shea et al. 2025",NA,"sole","no","yes","FRA"
"France","spondyliosoma cantharus","no",1,112,"black seabream","no","yes","Shea et al. 2025",NA,"black seabream","no","yes","FRA"
"France","sprattus sprattus","no",0,110,"sprat","yes","no","Shea et al. 2025",NA,"sprat","no","yes","FRA"
"France","trisopterus luscus","no",1,112,"pouting","no","yes","Shea et al. 2025",NA,"pouting","no","yes","FRA"
"France","zeus faber","no",1,113,"john dory","no","yes","Shea et al. 2025",NA,"john dory","no","yes","FRA"
"Gambia","ethmalosa fimbriata","no",0,114,"bonga shad","yes","no","Shea et al. 2025",NA,"bonga shad","no","yes","GMB"
"Gambia","ethmalosa fimbriata","no",0,115,"bonga shad","yes","no","Shea et al. 2025",NA,"bonga shad","no","yes","GMB"
"Gambia","ethmalosa fimbriata","no",0,116,"bonga shad","yes","no","Shea et al. 2025",NA,"bonga shad","no","yes","GMB"
"Gambia","sardinella","no",0,114,"sardinellas nei","yes","no","Shea et al. 2025",NA,"Round sardinella","No","yes","GMB"
"Gambia","sardinella","no",0,115,"sardinellas nei","yes","no","Shea et al. 2025",NA,"Round sardinella","No","yes","GMB"
"Gambia","sardinella","no",0,116,"sardinellas nei","yes","no","Shea et al. 2025",NA,"Round sardinella","No","yes","GMB"
"Gambia","sardinella aurita","no",0,114,"round sardinella","yes","no","Shea et al. 2025",NA,"round sardinella","no","yes","GMB"
"Gambia","sardinella aurita","no",0,115,"round sardinella","yes","no","Shea et al. 2025",NA,"round sardinella","no","yes","GMB"
"Gambia","sardinella aurita","no",0,116,"round sardinella","yes","no","Shea et al. 2025",NA,"round sardinella","no","yes","GMB"
"Gambia","sardinella maderensis","no",0,114,"flat sardinella","yes","no","Shea et al. 2025",NA,"flat sardinella","no","yes","GMB"
"Gambia","sardinella maderensis","no",0,115,"flat sardinella","yes","no","Shea et al. 2025",NA,"flat sardinella","no","yes","GMB"
"Gambia","sardinella maderensis","no",0,116,"flat sardinella","yes","no","Shea et al. 2025",NA,"flat sardinella","no","yes","GMB"
"Georgia","engraulis encrasicolus","no",0,117,"european anchovy","yes","no","Shea et al. 2025",NA,"european anchovy","no","yes","GEO"
"Germany","engraulis encrasicolus","no",0,118,"black sea anchovy","yes","no","Shea et al. 2025",NA,"black sea anchovy","no","yes","DEU"
"Iceland","clupea harengus","no",1,121,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,122,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,123,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,124,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,125,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,126,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,127,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,128,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,129,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
"Iceland","clupea harengus","no",1,130,"atlantic herring","no","yes","Shea et al. 2025",NA,"atlantic herring","no","yes","ISL"
