"sciname","common_name","source_country_iso3c","importer_iso3c","capture","trash_fish","trim_prop","trimmings","wholefish"
"ammodytes","sandeels(=sandlances) nei"," JEY","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei"," JEY","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DEU","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","AUS","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","AUT","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","CAN","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","CHL","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","CHN","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","ECU","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","EGY","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","DNK","ESP","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","FRA","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","HND","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","DNK","IND","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","ITA","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","DNK","JPN","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","DNK","MEX","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","NGA","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","DNK","NOR","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","THA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","TUR","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","USA","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","DNK","VNM","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","ESP","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","FRA","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GBR","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","GGY","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","AUS","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","AUT","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","CAN","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","CHL","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","CHN","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","ECU","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","EGY","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","NOR","ESP","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","FRA","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","HND","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","NOR","IND","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","ITA","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","NOR","JPN","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","NOR","MEX","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","NGA","yes","no",1,"yes","no"
"ammodytes","sandeels(=sandlances) nei","NOR","NOR","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","THA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","TUR","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","USA","yes","no",0.5,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","NOR","VNM","yes","no",0.333333333333333,"yes","yes"
"ammodytes","sandeels(=sandlances) nei","POL","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","POL","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","PRT","VNM","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","AUS","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","CHL","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","CHN","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","CRI","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","DNK","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","ECU","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","ESP","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","FRA","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","GBR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","GRC","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","NOR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","TUR","yes","no",0,"no","yes"
"ammodytes","sandeels(=sandlances) nei","SWE","VNM","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","AUS","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","CAN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","CHL","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","CHN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","ECU","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","EGY","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","ESP","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","FRA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","HND","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","ITA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","JPN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","NGA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","NOR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","TUR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","USA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","DNK","VNM","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","AUS","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","CHL","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","CHN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","CRI","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","DNK","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","ECU","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","ESP","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","FRA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","GBR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","GRC","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","NOR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","TUR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","ESP","VNM","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","AUS","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","CAN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","CHL","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","CHN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","ECU","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","EGY","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","ESP","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","FRA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","HND","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","ITA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","JPN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","NGA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","NOR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","TUR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","USA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","NOR","VNM","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","AUS","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","CHL","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","CHN","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","CRI","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","DNK","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","ECU","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","ESP","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","FRA","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","GBR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","GRC","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","NOR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","TUR","yes","no",0,"no","yes"
"ammodytes tobianus","small sandeel","POL","VNM","yes","no",0,"no","yes"
"anchoa nasus","longnose anchovy","ECU","AUS","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","CHL","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","CHN","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","CRI","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","DNK","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","ECU","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","ESP","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","FRA","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","GBR","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","GRC","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","NOR","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","TUR","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","ECU","VNM","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","AUS","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","CHL","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","CHN","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","CRI","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","DNK","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","ECU","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","ESP","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","FRA","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","GBR","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","GRC","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","NOR","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","TUR","yes","no",0.11,"yes","yes"
"anchoa nasus","longnose anchovy","PER","VNM","yes","no",0.11,"yes","yes"
"auxis","frigate and bullet tunas","ECU","AUS","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","CHL","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","CHN","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","CRI","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","DNK","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","ECU","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","ESP","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","FRA","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","GBR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","GRC","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","NOR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","TUR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","ECU","VNM","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","AUS","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","CHL","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","CHN","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","CRI","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","DNK","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","ECU","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","ESP","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","FRA","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","GBR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","GRC","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","NOR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","TUR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","LKA","VNM","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","AUS","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","CHL","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","CHN","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","CRI","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","DNK","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","ECU","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","ESP","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","FRA","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","GBR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","GRC","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","NOR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","TUR","yes","no",1,"yes","no"
"auxis","frigate and bullet tunas","PER","VNM","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","AUS","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","CHL","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","CHN","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","CRI","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","DNK","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","ECU","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","ESP","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","FRA","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","GBR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","GRC","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","NOR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","TUR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IDN","VNM","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","AUS","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","CHL","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","CHN","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","CRI","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","DNK","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","ECU","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","ESP","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","FRA","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","GBR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","GRC","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","NOR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","TUR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","IND","VNM","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","AUS","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","CHL","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","CHN","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","CRI","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","DNK","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","ECU","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","ESP","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","FRA","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","GBR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","GRC","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","NOR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","TUR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","LKA","VNM","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","AUS","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","CHL","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","CHN","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","CRI","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","DNK","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","ECU","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","ESP","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","FRA","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","GBR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","GRC","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","NOR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","TUR","yes","no",1,"yes","no"
"auxis rochei","bullet tuna","PER","VNM","yes","no",1,"yes","no"
"auxis thazard","frigate tuna","ECU","AUS","yes","no",0,"no","yes"
