factory_id,country,lat,long,company,data_type,material_type,material_type_simple,comm_name,sci_name,func_group,source,website,date
96,Ecuador,-0.9862,-80.6817,Marine Protein Marprot S.A.,B,fishery by-products,by-products,South Pacific Hake,Merluccius gayi,Medium bathydemersals (30 - 89 cm),MarinTrust,https://www.marineprotein.com.ec/en#4,Mar-24
96,Ecuador,-0.9862,-80.6817,Marine Protein Marprot S.A.,B,fishery by-products,by-products,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.marineprotein.com.ec/en#5,Mar-24
96,Ecuador,-0.9862,-80.6817,Marine Protein Marprot S.A.,B,fishery by-products,by-products,Bullet Tuna,Auxis rochei,Medium pelagics (30 - 89 cm),MarinTrust,https://www.marineprotein.com.ec/en#6,Mar-24
96,Ecuador,-0.9862,-80.6817,Marine Protein Marprot S.A.,B,fishery by-products,by-products,Pacific thread herring,Opisthonema spp.,Small pelagics (<30 cm),MarinTrust,https://www.marineprotein.com.ec/en#7,Mar-24
97,Ecuador,-0.9732,-80.6345,Tadel SA,A,fishery by-products,by-products,Skipjack Tuna,Katsuwonus pelamis,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
97,Ecuador,-0.9732,-80.6345,Tadel SA,A,fishery by-products,by-products,Yellowfin Tuna,Thunnus albacares,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
97,Ecuador,-0.9732,-80.6345,Tadel SA,A,fishery by-products,by-products,Black skipjack,Euthynnus lineatus,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
97,Ecuador,-0.9732,-80.6345,Tadel SA,A,fishery by-products,by-products,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
97,Ecuador,-0.9732,-80.6345,Tadel SA,A,fishery by-products,by-products,Frigate Tuna,Auxis thazard,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
97,Ecuador,-0.9732,-80.6345,Tadel SA,A,fishery by-products,by-products,Pacific thread herring,Opisthonema spp.,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Skipjack Tuna,Katsuwonus pelamis,Large pelagics (>=90 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Yellowfin Tuna,Thunnus albacares,Large pelagics (>=90 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Common dolphinfish,Coryphaena hippurus,Large pelagics (>=90 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,South Pacific Hake,Merluccius gayi,Medium bathydemersals (30 - 89 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Bullet Tuna,Auxis rochei,Medium pelagics (30 - 89 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Pacific thread herring,Opisthonema spp.,Small pelagics (<30 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
98,Ecuador,-0.979,-80.6365,URISA SA,A,fishery by-products,by-products,Red-eye Round Herring,Etrumeus whiteheadi,Small pelagics (<30 cm),MarinTrust,http://www.urisaecuador.com/,Mar-24
99,Ecuador,-2.1499,-80.7585,Dimolfin SA,A,whole,whole,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
99,Ecuador,-2.1499,-80.7585,Dimolfin SA,A,whole,whole,Frigate Tuna,Auxis brachydorax,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
99,Ecuador,-2.1499,-80.7585,Dimolfin SA,A,whole,whole,Shortfin scad,Decapterus macrosoma,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
99,Ecuador,-2.1499,-80.7585,Dimolfin SA,A,whole,whole,Pacific anchoveta,Cetengraulis mysticetus,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
99,Ecuador,-2.1499,-80.7585,Dimolfin SA,A,whole,whole,Round herring,Etrumeus whiteheadi,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Largehead hairtail,Trichiurus lepturus,Medium benthopelagics (30 - 89 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Roncador,Maemulpsis axillaris,Medium demersals (30 - 89 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Frigate Tuna,Auxis brachydorax,Medium pelagics (30 - 89 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Shortfin scad,Decapterus macrosoma,Medium pelagics (30 - 89 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Pacific anchoveta,Cetengraulis mysticetus,Small pelagics (<30 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Round herring,Etrumeus whiteheadi,Small pelagics (<30 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Barriga Juma,Larimus spp.,Small pelagics (<30 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
100,Ecuador,-1.5963,-80.8468,Empresa Pesquera Polar SA,A,whole,whole,Longnose anchovy,Anchoa nasus,Small pelagics (<30 cm),MarinTrust,https://www.pesquerapolar.com/,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Largehead hairtail,Trichiurus lepturus,Medium benthopelagics (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Pacific harvestfish,Peprilus medius,Medium benthopelagics (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Roncador,Maemulpsis axillaris,Medium demersals (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Frigate Tuna,Auxis brachydorax,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Shortfin scad,Decapterus macrosoma,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Pacific anchoveta,Cetengraulis mysticetus,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Drums,Larimus spp.,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Round herring,Etrumeus whiteheadi,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
101,Ecuador,-2.3956,-80.7071,Pesquera Herco SA,A,whole,whole,Longnose anchovy,Anchoa nasus,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
102,Ecuador,-2.2333,-80.6167,Rosmei SA,B,whole,whole,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,https://rosmei.com.ec/,Mar-24
102,Ecuador,-2.2333,-80.6167,Rosmei SA,B,whole,whole,Frigate Tuna,Auxis brachydorax,Medium pelagics (30 - 89 cm),MarinTrust,https://rosmei.com.ec/,Mar-24
102,Ecuador,-2.2333,-80.6167,Rosmei SA,B,whole,whole,Shortfin scad,Decapterus macrosoma,Medium pelagics (30 - 89 cm),MarinTrust,https://rosmei.com.ec/,Mar-24
102,Ecuador,-2.2333,-80.6167,Rosmei SA,B,whole,whole,Pacific anchoveta,Cetengraulis mysticetus,Small pelagics (<30 cm),MarinTrust,https://rosmei.com.ec/,Mar-24
102,Ecuador,-2.2333,-80.6167,Rosmei SA,B,whole,whole,Round herring,Etrumeus whiteheadi,Small pelagics (<30 cm),MarinTrust,https://rosmei.com.ec/,Mar-24
103,Ecuador,-2.236,-80.821,Seimar,A,whole,whole,Pacific chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
103,Ecuador,-2.236,-80.821,Seimar,A,whole,whole,Frigate Tuna,Auxis brachydorax,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
103,Ecuador,-2.236,-80.821,Seimar,A,whole,whole,Shortfin scad,Decapterus macrosoma,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
103,Ecuador,-2.236,-80.821,Seimar,A,whole,whole,Pacific anchoveta,Cetengraulis mysticetus,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
103,Ecuador,-2.236,-80.821,Seimar,A,whole,whole,Round herring,Etrumeus whiteheadi,Small pelagics (<30 cm),MarinTrust,NA,Mar-24
104,El Salvador,13.2855,-87.7957,Calvo Conservas El Salvador SA de CV,B,fishery by-products,by-products,Skipjack Tuna,Katsuwonus pelamis,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
104,El Salvador,13.2855,-87.7957,Calvo Conservas El Salvador SA de CV,B,fishery by-products,by-products,Yellowfin Tuna,Thunnus albacares,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
104,El Salvador,13.2855,-87.7957,Calvo Conservas El Salvador SA de CV,B,fishery by-products,by-products,Bigeye Tuna,Thunnus obesus,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
104,El Salvador,13.2855,-87.7957,Calvo Conservas El Salvador SA de CV,B,fishery by-products,by-products,Albacore Tuna,Thunnus alalunga,Large pelagics (>=90 cm),MarinTrust,NA,Mar-24
105,Estonia,59.3796,24.0788,Pro Fishmeal and Oil- Eesti Kalatootjate Keskuhistu,A,whole,whole,Herring,Clupea harengus,Medium pelagics (30 - 89 cm),EFFOP,https://www.fishoil.ee/,Feb-24
105,Estonia,59.3796,24.0788,Pro Fishmeal and Oil- Eesti Kalatootjate Keskuhistu,A,fishery by-products,by-products,Herring,Clupea harengus,Medium pelagics (30 - 89 cm),EFFOP,https://www.fishoil.ee/,Feb-24
105,Estonia,59.3796,24.0788,Pro Fishmeal and Oil- Eesti Kalatootjate Keskuhistu,A,whole,whole,Baltic Sprat,Sprattus sprattus,Small pelagics (<30 cm),EFFOP,https://www.fishoil.ee/,Feb-24
105,Estonia,59.3796,24.0788,Pro Fishmeal and Oil- Eesti Kalatootjate Keskuhistu,A,fishery by-products,by-products,Baltic Sprat,Sprattus sprattus,Small pelagics (<30 cm),EFFOP,https://www.fishoil.ee/,Feb-24
106,Faroe Islands,62.2389,-6.8035,Havsbrun,A,aquaculture by-products,by-products,Atlantic Salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://www.havsbrun.fo/en/about/about-us/,Mar-24
106,Faroe Islands,62.2389,-6.8035,Havsbrun,A,fishery by-products,by-products,Herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.havsbrun.fo/en/about/about-us/,Mar-24
106,Faroe Islands,62.2389,-6.8035,Havsbrun,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.havsbrun.fo/en/about/about-us/,Mar-24
107,Finland,59.9217,22.412,Salmonfarm,A,whole,whole,Herring,Clupea harengus,Medium pelagics (30 - 89 cm),EFFOP,https://salmonfarm.fi/en/company#kalajauho-kasnas,Feb-24
107,Finland,59.9217,22.412,Salmonfarm,A,whole,whole,Baltic Sprat,Sprattus sprattus,Small pelagics (<30 cm),EFFOP,https://salmonfarm.fi/en/company#kalajauho-kasnas,Feb-24
108,France,48.857,-3.0773,Setalg,A,NA,NA,NA,NA,NA,https://www.trade-seafood.com/directory/seafood/fishmeal-processors.htm,NA,Feb-24
109,France,45.7949,5.1331,Groupe Adrien,A,NA,NA,NA,NA,NA,https://www.trade-seafood.com/directory/seafood/fishmeal-processors.htm,http://www.adrien.fr/,Feb-24
110,France,51.0029,2.3241,Ch. Daudruy Van Cauwenberghe,A,aquaculture by-products,by-products,Salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://daudruy.fr/,Mar-24
110,France,51.0029,2.3241,Ch. Daudruy Van Cauwenberghe,A,whole,whole,Saithe,Pollachius virens,Large demersals (>=90 cm),MarinTrust,https://daudruy.fr/,Mar-24
110,France,51.0029,2.3241,Ch. Daudruy Van Cauwenberghe,A,whole,whole,Herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,https://daudruy.fr/,Mar-24
110,France,51.0029,2.3241,Ch. Daudruy Van Cauwenberghe,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://daudruy.fr/,Mar-24
110,France,51.0029,2.3241,Ch. Daudruy Van Cauwenberghe,A,whole,whole,Sardine,Sardina pilchardus,Small pelagics (<30 cm),MarinTrust,https://daudruy.fr/,Mar-24
110,France,51.0029,2.3241,Ch. Daudruy Van Cauwenberghe,A,whole,whole,Sprat,Sprattus sprattus,Small pelagics (<30 cm),MarinTrust,https://daudruy.fr/,Mar-24
111,France,49.7564,0.3946,OLVEA Omega Solutions,A,whole,whole,Sardine,Sardina pilchardus,Small pelagics (<30 cm),MarinTrust,https://www.olvea-omega-solutions.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Cod,Gadus morhua,Large benthopelagics (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,aquaculture by-products,by-products,Rainbow Trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,aquaculture by-products,by-products,Atlantic Salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Black scabbardfish,Aphanopus carbo,Large benthopelagics (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Pollack,Pollachius pollachius,Large demersals (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Ling,Molva molva,Large demersals (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,European hake,Merluccius merluccius,Large demersals (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Blue Ling,Molva dypterygia,Large demersals (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Saithe,Pollachius virens,Large demersals (>=90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Beaked Redfish,Sebastes mentella,Medium bathypelagics (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Pouting,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Black seabream,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Whiting,Merlangius merlangus,Medium benthopelagics (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Haddock,Melanogrammus aeglefinus,Medium demersals (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Plaice,Pleuronectes platessa,Medium demersals (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.copalis.fr/,Mar-24
112,France,50.7198,1.5787,Copalis Industrie,A,fishery by-products,by-products,Greenland halibut,Reinhardtius hippoglossoides,Small to medium flatfishes (<90 cm),MarinTrust,https://www.copalis.fr/,Mar-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Anglerfish,Lophius piscatorius,Large bathydemersals (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Cod,Gadus morhua,Large benthopelagics (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,aquaculture by-products,by-products,Atlantic Salmon,Salmo salar,Large benthopelagics (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,aquaculture by-products,by-products,Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Saithe,Pollachius virens,Large demersals (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Pollack,Pollachius pollachius,Large demersals (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Ling,Molva molva,Large demersals (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,European hake,Merluccius merluccius,Large demersals (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Turbot,Scophthalmus maximus,Large flatfishes (>=90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Whiting,Merlangius merlangus,Medium benthopelagics (30 - 89 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,John Dory,Zeus faber,Medium benthopelagics (30 - 89 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Haddock,Melanogrammus aeglefinus,Medium demersals (30 - 89 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Red mullet,Mullus surmuletus,Medium demersals (30 - 89 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Scallop,Pecten maximus,Other demersal invertebrates,EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,European sardine,Sardina pilchardus,Small pelagics (<30 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Sole,Solea solea,Small to medium flatfishes (<90 cm),EFFOP,https://www.bioceval.de/en/,Feb-24
113,France,47.8986,-3.9077,Bioceval S.A.S,A,fishery by-products,by-products,Squid,Loligo vulgaris,Squid,EFFOP,https://www.bioceval.de/en/,Feb-24
114,Gambia,13.1547,-16.7788,Golden Lead Import and Export Trade Co. Ltd.,A,whole,whole,Flat sardinella,Sardinella maderensis,Medium pelagics (30 - 89 cm),http://w.giepa.gm/Gambian%20Export%20Companies ; personal observation,https://matchory.com/supplier/golden-lead-import-and-export-trade,May-23
114,Gambia,13.1547,-16.7788,Golden Lead Import and Export Trade Co. Ltd.,A,whole,whole,Bonga shad,Ethmalosa fimbriata,Medium pelagics (30 - 89 cm),http://w.giepa.gm/Gambian%20Export%20Companies ; personal observation,https://matchory.com/supplier/golden-lead-import-and-export-trade,May-23
114,Gambia,13.1547,-16.7788,Golden Lead Import and Export Trade Co. Ltd.,A,whole,whole,Round sardinella,Sardinella aurita,Small pelagics (<30 cm),http://w.giepa.gm/Gambian%20Export%20Companies ; personal observation,https://matchory.com/supplier/golden-lead-import-and-export-trade,May-23
115,Gambia,13.0727,-16.7525,ZXYG,A,whole,whole,Flat sardinella,Sardinella maderensis,Medium pelagics (30 - 89 cm),personal observation,NA,May-23
115,Gambia,13.0727,-16.7525,ZXYG,A,whole,whole,Bonga shad,Ethmalosa fimbriata,Medium pelagics (30 - 89 cm),personal observation,NA,May-23
115,Gambia,13.0727,-16.7525,ZXYG,A,whole,whole,Round sardinella,Sardinella aurita,Small pelagics (<30 cm),personal observation,NA,May-23
116,Gambia,13.2653,-16.7889,Nessim,A,whole,whole,Flat sardinella,Sardinella maderensis,Medium pelagics (30 - 89 cm),personal observation,NA,May-23
116,Gambia,13.2653,-16.7889,Nessim,A,whole,whole,Bonga shad,Ethmalosa fimbriata,Medium pelagics (30 - 89 cm),personal observation,NA,May-23
116,Gambia,13.2653,-16.7889,Nessim,A,whole,whole,Round sardinella,Sardinella aurita,Small pelagics (<30 cm),personal observation,NA,May-23
117,Georgia,NA,NA,LTD MBM,D,whole,whole,European anchovy,Engraulis encrasicolus,Small pelagics (<30 cm),https://www.trade-seafood.com/directory/seafood/fishmeal-processors.htm,NA,Feb-24
118,Germany,42.1668,41.6805,Iceberg-2 LLC.,A,whole,whole,Black Sea Anchovy,Engraulis encrasicolus,Small pelagics (<30 cm),NA,https://iceberg2.ge/index.php?action_skin_change=yes&skin_name=IB2ENG#product,Apr-24
119,Germany,53.8567,8.7174,BIOCEVAL GmbH & Co. KG.,A,fishery by-products,by-products,NA,NA,NA,EFFOP,https://www.bioceval.de/en/ouroffering/fish-meal/,Feb-24
120,Germany,53.0906,8.7162,Henry Lamotte Oils GmbH,A,NA,NA,NA,NA,NA,MarinTrust,https://lamotte-oils.de/en/product/fish-oils/,Mar-24
121,Iceland,65.0748,-14.0318,Eskja,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.eskja.is,Mar-24
121,Iceland,65.0748,-14.0318,Eskja,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.eskja.is,Mar-24
122,Iceland,65.7551,-14.8251,Brim,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.brim.is,Mar-24
122,Iceland,65.7551,-14.8251,Brim,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.brim.is,Mar-24
123,Iceland,64.3142,-22.0871,Brim,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.brim.is,Mar-24
123,Iceland,64.3142,-22.0871,Brim,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.brim.is,Mar-24
124,Iceland,63.4429,-20.2711,Isfelag,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.isfelag.is,Mar-24
124,Iceland,63.4429,-20.2711,Isfelag,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.isfelag.is,Mar-24
125,Iceland,66.1973,-15.3381,Isfelag,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.isfelag.is,Mar-24
125,Iceland,66.1973,-15.3381,Isfelag,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.isfelag.is,Mar-24
126,Iceland,64.9242,-13.9908,LVF,A,whole,whole,Blue Whiting,Micromesistius poutassou,Medium benthopelagics (30 - 89 cm),MarinTrust,www.lvf.is,Mar-24
126,Iceland,64.9242,-13.9908,LVF,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.lvf.is,Mar-24
126,Iceland,64.9242,-13.9908,LVF,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.lvf.is,Mar-24
127,Iceland,65.1397,-13.7366,SVN,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.svn.is/,Mar-24
127,Iceland,65.1397,-13.7366,SVN,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.svn.is/,Mar-24
128,Iceland,65.2694,-13.9874,SVN,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.svn.is/,Mar-24
128,Iceland,65.2694,-13.9874,SVN,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.svn.is/,Mar-24
129,Iceland,64.2499,-15.199,Skinney-Ãžinganes,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.sth.is,Mar-24
129,Iceland,64.2499,-15.199,Skinney-Ãžinganes,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,www.sth.is,Mar-24
130,Iceland,63.444,-20.277,VSV,A,whole,whole,Blue Whiting,Micromesistius poutassou,Medium benthopelagics (30 - 89 cm),MarinTrust,www.vsv.is,Mar-24
130,Iceland,63.444,-20.277,VSV,A,fishery by-products,by-products,Atlantic herring,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,www.vsv.is,Mar-24
