factory_id,country,lat,long,company,data_type,material_type,material_type_simple,comm_name,sci_name,func_group,source,website,date
1,Argentina,-37.9784,-57.5903,Agustiner S.A.,A,fishery by-products,by-products,NA,NA,NA,IFFO,https://seafood.media/agustiner/,Feb-24
2,Argentina,-38.0462,-57.5459,Coomarpes Ltda.,A,fishery by-products,by-products,NA,NA,NA,IFFO,https://www.coomarpes.com.ar/en/,Feb-24
3,Argentina,-42.7223,-65.0332,Harinas Patagonicas S.R.L,A,fishery by-products,by-products,shrimp,NA,Shrimps,NA,https://www.aquafeed.com/newsroom/news/argentina-puerto-madryn-plant-focuses-on-shrimp-oil/,Apr-24
4,Argentina,-38.0015,-57.6648,Gihon- Laboratorios QuÃ­micos SRL,A,NA,NA,NA,NA,NA,MarinTrust,https://www.gihonlab.com/en/naturales/productos-con-omega-3/,Mar-24
5,Australia,-33.4335,150.9982,CSF Proteins Pty Ltd,A,misc by-products,by-products,NA,NA,NA,IFFO,https://www.csfproteins.com.au,Feb-24
6,Australia,-37.823,144.8131,CSF Proteins Pty Ltd,A,misc by-products,by-products,NA,NA,NA,IFFO,https://www.csfproteins.com.au,Feb-24
7,Australia,-35.9502,150.098,Proteins Australia Pty Ltd,A,whole,whole,mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,NA,Mar-24
8,Australia,-42.1581,146.6091,NuBlend Pty Ltd,C,misc by-products,by-products,NA,NA,NA,https://www.trade-seafood.com/directory/seafood/fishmeal-processors.htm,https://www.nublend.com.au/index.php/products,Feb-24
9,Australia,-37.8158,144.9663,Australian Fishmeal Company,A,whole,whole,NA,NA,NA,NA,https://fishmeal.co/,Apr-24
10,Brazil,-29.5099,-52.0675,FASA,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,https://www.fasa.ind.br/produtos/?lang=en,Apr-24
11,Brazil,-25.9456,-53.1712,Levo Alimentos,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,https://levoalimentos.com.br/,Apr-24
12,Brazil,-8.3075,-36.0365,Nutrivil,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,http://nutrivil.com.br/segmento/peixe/,Apr-24
13,Brazil,-23.4541,-51.9991,A&R Nutricao Animal,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,http://www.argroup.com.br/,Apr-24
14,Brazil,-24.5886,-53.2962,A&R Nutricao Animal,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,http://www.argroup.com.br/,Apr-24
15,Brazil,-24.6289,-53.3241,Copacol,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,https://www.copacol.com.br/copacol,Apr-24
16,Brazil,-23.1771,-52.2297,Protein Meal Tec,A,misc by-products,by-products,NA,NA,NA,https://brazilianrenderers.com/members/,https://www.proteinmealtec.com.br/,Apr-24
17,Brazil,-22.7727,-42.7774,Patense,A,misc by-products,by-products,NA,NA,NA,IFFO,https://patense.com.br/en/production-lines/,Feb-24
18,Canada,49.2849,-123.0713,West Coast Reduction Ltd.,A,fishery by-products,by-products,Pacific Herring,Clupea pallasii,Medium pelagics (30 - 89 cm),Government of Canada Industry report (1993),https://www.wcrl.com/finished-products,Apr-24
18,Canada,49.2849,-123.0713,West Coast Reduction Ltd.,A,fishery by-products,by-products,Salmon,Oncorhynchus spp.,Medium pelagics (30 - 89 cm),Government of Canada Industry report (1993),https://www.wcrl.com/finished-products,Apr-24
19,Canada,49.14,-123.878,West Coast Reduction Ltd.,A,fishery by-products,by-products,Pacific Herring,Clupea pallasii,Medium pelagics (30 - 89 cm),Government of Canada Industry report (1993),https://www.wcrl.com/finished-products,Apr-24
19,Canada,49.14,-123.878,West Coast Reduction Ltd.,A,fishery by-products,by-products,Salmon,Oncorhynchus spp.,Medium pelagics (30 - 89 cm),Government of Canada Industry report (1993),https://www.wcrl.com/finished-products,Apr-24
20,Canada,44.2618,-66.1335,Comeau,A,fishery by-products,by-products,Pacific Herring,Clupea pallasii,Medium pelagics (30 - 89 cm),NA,https://www.comeausea.com/facilities,Apr-24
21,Canada,43.9405,-66.1527,Scotia Garden Seafood,A,fishery by-products,by-products,Pacific Herring,Clupea pallasii,Medium pelagics (30 - 89 cm),NA,https://www.scotiagardenseafood.ca/fish/poultry-meal-yarmouth-nova-scotia-canada,Apr-24
22,Canada,43.386,-80.6986,Pestell Nutrition,A,fishery by-products,by-products,Pacific Herring,Clupea pallasii,Medium pelagics (30 - 89 cm),NA,https://pestell.com/products/feed-ingredients/proteins-meals/,Apr-24
23,Canada,45.6178,-61.3954,DSM Nutritional Products Canada Inc.,A,fishery by-products,by-products,Albacore Tuna,Thunnus alalunga,Large pelagics (>=90 cm),MarinTrust,https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,Mar-24
23,Canada,45.6178,-61.3954,DSM Nutritional Products Canada Inc.,A,fishery by-products,by-products,Sardine,Clupea harengus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,Mar-24
23,Canada,45.6178,-61.3954,DSM Nutritional Products Canada Inc.,A,fishery by-products,by-products,Mackerel,Scomber scombrus,Medium pelagics (30 - 89 cm),MarinTrust,https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,Mar-24
23,Canada,45.6178,-61.3954,DSM Nutritional Products Canada Inc.,A,fishery by-products,by-products,Pacific Herring,Clupea pallasii,Medium pelagics (30 - 89 cm),MarinTrust,https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,Mar-24
23,Canada,45.6178,-61.3954,DSM Nutritional Products Canada Inc.,A,fishery by-products,by-products,Anchovy,Engraulis mordax,Small pelagics (<30 cm),MarinTrust,https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,Mar-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Bigeye Tuna,Thunnus obesus,Large pelagics (>=90 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Yellowfin Tuna,Thunnus albacares,Large pelagics (>=90 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Chub mackerel,Scomber japonicus,Medium pelagics (30 - 89 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Tuna,Auxis spp.,Medium pelagics (30 - 89 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Peruvian moonfish,Selene peruviana,Small demersals (<30 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Thread herring,Opisthonema spp.,Small pelagics (<30 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Pacific bumper,Chloroscombrus orqueta,Small pelagics (<30 cm),NA,https://bhpimpex.ca/,Apr-24
24,Canada,NA,NA,BHP Impex Canada,D,fishery by-products,by-products,Pacific anchoveta,Cetengraulis mysticetus,Small pelagics (<30 cm),NA,https://bhpimpex.ca/,Apr-24
25,Chile,-36.7258,-73.1274,Alimentos Marinos S.A. ALIMAR,A,whole,whole,Chilean jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://alimar.cl/,Mar-24
25,Chile,-36.7258,-73.1274,Alimentos Marinos S.A. ALIMAR,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://alimar.cl/,Mar-24
25,Chile,-36.7258,-73.1274,Alimentos Marinos S.A. ALIMAR,A,whole,whole,Anchoveta,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://alimar.cl/,Mar-24
26,Chile,-27.0516,-70.8061,Blumar SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.blumar.com/,Mar-24
26,Chile,-27.0516,-70.8061,Blumar SA,A,whole,whole,Chilean Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
27,Chile,-36.7381,-73.1148,Blumar SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.blumar.com/,Mar-24
27,Chile,-36.7381,-73.1148,Blumar SA,A,whole,whole,Chilean Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
27,Chile,-36.7381,-73.1148,Blumar SA,A,whole,whole,Chilean Sardine,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
28,Chile,-36.7246,-73.1304,Blumar SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.blumar.com/,Mar-24
28,Chile,-36.7246,-73.1304,Blumar SA,A,whole,whole,Chilean Sardine,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
28,Chile,-36.7246,-73.1304,Blumar SA,A,whole,whole,Chilean Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
29,Chile,-39.8913,-73.4246,Blumar SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.blumar.com/,Mar-24
29,Chile,-39.8913,-73.4246,Blumar SA,A,whole,whole,Chilean Sardine,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
29,Chile,-39.8913,-73.4246,Blumar SA,A,whole,whole,Chilean Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.blumar.com/,Mar-24
30,Chile,-20.2104,-70.152,Compania Pesquera Camanchaca S.A,A,whole,whole,Chilean anchovy,Engraulis ringens,Small pelagics (<30 cm),IFFO,https://camanchaca.cl/en/industrial-fishing/fishmeal/,Feb-24
31,Chile,-37.0234,-73.1531,Compania Pesquera Camanchaca S.A,A,whole,whole,Chilean sardine,Strangomera bentincki,Small pelagics (<30 cm),IFFO,https://camanchaca.cl/en/industrial-fishing/fishmeal/,Feb-24
32,Chile,-18.5175,-70.3173,Corpesca S.A.,A,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
32,Chile,-18.5175,-70.3173,Corpesca S.A.,A,whole,whole,Chilean sardine,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
32,Chile,-18.5175,-70.3173,Corpesca S.A.,A,whole,whole,Chilean anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
33,Chile,-19.449,-70.0412,Corpesca S.A.,A,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
33,Chile,-19.449,-70.0412,Corpesca S.A.,A,whole,whole,Chilean sardine,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
33,Chile,-19.449,-70.0412,Corpesca S.A.,A,whole,whole,Chilean anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
34,Chile,-21.3661,-70.3358,Corpesca S.A.,A,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
34,Chile,-21.3661,-70.3358,Corpesca S.A.,A,whole,whole,Chilean sardine,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
34,Chile,-21.3661,-70.3358,Corpesca S.A.,A,whole,whole,Chilean anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.corpesca.cl/plantas/,Mar-24
35,Chile,-33.5117,-70.7316,Fiordo Austral S.A,A,whole,whole,NA,NA,NA,IFFO,https://fiordoaustral.com/,Feb-24
35,Chile,-33.5117,-70.7316,Fiordo Austral S.A,A,aquaculture by-products,by-products,NA,NA,NA,MarinTrust,https://fiordoaustral.com/,Mar-24
36,Chile,-45.4569,-72.8202,Fiordo Austral S.A,A,aquaculture by-products,by-products,Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
36,Chile,-45.4569,-72.8202,Fiordo Austral S.A,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
37,Chile,-41.6657,-73.1953,Fiordo Austral S.A,A,aquaculture by-products,by-products,Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
37,Chile,-41.6657,-73.1953,Fiordo Austral S.A,A,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
37,Chile,-41.6657,-73.1953,Fiordo Austral S.A,A,aquaculture by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
37,Chile,-41.6657,-73.1953,Fiordo Austral S.A,A,whole,whole,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
37,Chile,-41.6657,-73.1953,Fiordo Austral S.A,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
37,Chile,-41.6657,-73.1953,Fiordo Austral S.A,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
38,Chile,-42.376,-73.7617,Fiordo Austral S.A,A,aquaculture by-products,by-products,Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
38,Chile,-42.376,-73.7617,Fiordo Austral S.A,A,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
38,Chile,-42.376,-73.7617,Fiordo Austral S.A,A,aquaculture by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
38,Chile,-42.376,-73.7617,Fiordo Austral S.A,A,whole,whole,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
38,Chile,-42.376,-73.7617,Fiordo Austral S.A,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
38,Chile,-42.376,-73.7617,Fiordo Austral S.A,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
39,Chile,-36.9533,-73.1617,Fiordo Austral S.A,A,aquaculture by-products,by-products,Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
39,Chile,-36.9533,-73.1617,Fiordo Austral S.A,A,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
39,Chile,-36.9533,-73.1617,Fiordo Austral S.A,A,aquaculture by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
39,Chile,-36.9533,-73.1617,Fiordo Austral S.A,A,whole,whole,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
39,Chile,-36.9533,-73.1617,Fiordo Austral S.A,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
39,Chile,-36.9533,-73.1617,Fiordo Austral S.A,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
40,Chile,-33.2882,-70.8698,Fiordo Austral S.A,C,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
40,Chile,-33.2882,-70.8698,Fiordo Austral S.A,C,whole,whole,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
41,Chile,-53.2908,-70.3891,Fiordo Austral S.A,A,aquaculture by-products,by-products,Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
41,Chile,-53.2908,-70.3891,Fiordo Austral S.A,A,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
41,Chile,-53.2908,-70.3891,Fiordo Austral S.A,A,aquaculture by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://fiordoaustral.com/,Mar-24
42,Chile,-37.0228,-73.1665,FoodCorp Chile S.A.,A,fishery by-products,by-products,Chilean jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.auss.no/investments/industrial-holdings/foodcorp-chile-sa/,Mar-24
42,Chile,-37.0228,-73.1665,FoodCorp Chile S.A.,A,whole,whole,Chilean jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.auss.no/investments/industrial-holdings/foodcorp-chile-sa/,Mar-24
42,Chile,-37.0228,-73.1665,FoodCorp Chile S.A.,A,whole,whole,Anchovy,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://www.auss.no/investments/industrial-holdings/foodcorp-chile-sa/,Mar-24
42,Chile,-37.0228,-73.1665,FoodCorp Chile S.A.,A,whole,whole,Araucanian herring,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://www.auss.no/investments/industrial-holdings/foodcorp-chile-sa/,Mar-24
43,Chile,-36.7693,-73.1125,Orizon S.A.,A,whole,whole,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
43,Chile,-36.7693,-73.1125,Orizon S.A.,A,fishery by-products,by-products,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
43,Chile,-36.7693,-73.1125,Orizon S.A.,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
43,Chile,-36.7693,-73.1125,Orizon S.A.,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
44,Chile,-29.9632,-71.3605,Orizon S.A.,A,whole,whole,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
44,Chile,-29.9632,-71.3605,Orizon S.A.,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
44,Chile,-29.9632,-71.3605,Orizon S.A.,A,whole,whole,Araucanian herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://orizon.cl/en/about-us/production-centers/,Mar-24
45,Chile,-53.125,-70.8697,Pesca Chile S.A,C,whole,whole,krill,NA,Shrimps,IFFO,https://www.pescachile.cl/,Feb-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,aquaculture by-products,by-products,Chile Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,aquaculture by-products,by-products,Chile Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,fishery by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,fishery by-products,by-products,Sockeye salmon,Oncorhynchus nerka,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,fishery by-products,by-products,Jack mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,whole,whole,Araucanian Herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://landes.cl/en/,Mar-24
46,Chile,-36.7285,-73.1036,Pesquera Landes S.A.,A,whole,whole,Anchoveta,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,aquaculture by-products,by-products,Chile Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,fishery by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,aquaculture by-products,by-products,Chile Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,fishery by-products,by-products,Jack mackerel/jurel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,fishery by-products,by-products,Sockeye salmon,Oncorhynchus nerka,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,whole,whole,Anchoveta,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://landes.cl/en/,Mar-24
47,Chile,-41.3231,-72.9767,Pesquera Landes S.A.,C,whole,whole,Araucanian Herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,aquaculture by-products,by-products,Atlantic salmon,Salmo salar,Large benthopelagics (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,aquaculture by-products,by-products,Chile Rainbow trout,Oncorhynchus mykiss,Large benthopelagics (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,fishery by-products,by-products,Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,aquaculture by-products,by-products,Chile Coho salmon,Oncorhynchus kisutch,Large demersals (>=90 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,fishery by-products,by-products,Jack mackerel/jurel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,fishery by-products,by-products,Sockeye salmon,Oncorhynchus nerka,Medium pelagics (30 - 89 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,whole,whole,Anchoveta,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://landes.cl/en/,Mar-24
48,Chile,-42.3899,-73.671,Pesquera Landes S.A.,A,whole,whole,Araucanian Herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://landes.cl/en/,Mar-24
49,Chile,-18.5038,-70.318,Golden Omega SA,A,whole,whole,NA,NA,NA,MarinTrust,https://www.goldenomega.cl/,Mar-24
50,Chile,-36.9698,-73.1677,Industrial Maule Ltda,A,NA,NA,NA,NA,NA,MarinTrust,NA,Mar-24
51,Chile,-36.9368,-73.1554,Setop SA,A,NA,NA,NA,NA,NA,MarinTrust,https://www.setop.com/negocios.html#,Mar-24
52,Chile,-36.9501,-73.1615,Setop SA,A,NA,NA,NA,NA,NA,MarinTrust,https://www.setop.com/negocios.html#,Mar-24
53,Chile,-33.5118,-70.7316,Trio SpA,A,NA,NA,NA,NA,NA,MarinTrust,https://www.linkedin.com/company/triogroup/about/,Mar-24
54,Chile,-37.0225,-73.1612,Alimentos Pesqueros SPA,A,fishery by-products,by-products,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://prorep.cl/alimentos-pesqueros/,Mar-24
54,Chile,-37.0225,-73.1612,Alimentos Pesqueros SPA,A,whole,whole,Chilean Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://prorep.cl/alimentos-pesqueros/,Mar-24
54,Chile,-37.0225,-73.1612,Alimentos Pesqueros SPA,A,fishery by-products,by-products,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://prorep.cl/alimentos-pesqueros/,Mar-24
54,Chile,-37.0225,-73.1612,Alimentos Pesqueros SPA,A,fishery by-products,by-products,Araucanian Herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://prorep.cl/alimentos-pesqueros/,Mar-24
54,Chile,-37.0225,-73.1612,Alimentos Pesqueros SPA,A,whole,whole,Araucanian Herring,Strangomera bentincki,Small pelagics (<30 cm),MarinTrust,https://prorep.cl/alimentos-pesqueros/,Mar-24
54,Chile,-37.0225,-73.1612,Alimentos Pesqueros SPA,A,whole,whole,Anchovy,Engraulis ringens,Small pelagics (<30 cm),MarinTrust,https://prorep.cl/alimentos-pesqueros/,Mar-24
55,Chile,-37.0234,-73.153,Camanchaca Pesca Sur SA,A,fishery by-products,by-products,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.camanchaca.cl/la-empresa/,Mar-24
55,Chile,-37.0234,-73.153,Camanchaca Pesca Sur SA,A,whole,whole,Jack Mackerel,Trachurus murphyi,Medium pelagics (30 - 89 cm),MarinTrust,https://www.camanchaca.cl/la-empresa/,Mar-24
