"factory_id","country","common_name","sciname","aquaculture","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
239,"Mexico","pacific jack mackerel","trachurus symmetricus","no","yes","no","Shea et al. 2025",NA,"pacific jack mackerel","no","yes","MEX"
239,"Mexico","japanese sardine","etrumeus teres","no","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
239,"Mexico","japanese sardine","etrumeus sadina","no","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
239,"Mexico","japanese sardine","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
239,"Mexico","red eye round herring","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"red eye round herring","no","yes","MEX"
240,"Mexico","mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MEX"
240,"Mexico","monterrey sardine","sardinops sagax","no","yes","no","Shea et al. 2025",NA,"monterrey sardine","no","yes","MEX"
240,"Mexico","bocona sardine","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"bocona sardine","no","yes","MEX"
240,"Mexico","japanese sardine","etrumeus teres","no","yes","no","Shea et al. 2025",NA,"japanese sardine","no","yes","MEX"
240,"Mexico","anchoveta","engraulis mordax","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","MEX"
241,"Morocco","mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MAR"
241,"Morocco","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
242,"Morocco","mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MAR"
242,"Morocco","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
242,"Morocco","european anchovy","engraulis encrasicolus","no","yes","no","Shea et al. 2025",NA,"european anchovy","no","yes","MAR"
244,"Morocco","mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MAR"
244,"Morocco","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
247,"Morocco","mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MAR"
247,"Morocco","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
248,"Morocco","sardine","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","MAR"
249,"Morocco","atlantic chub mackerel","scomber colias","no","no","yes","Shea et al. 2025",NA,"atlantic chub mackerel","no","yes","MAR"
249,"Morocco","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","MAR"
249,"Morocco","round sardinella","sardinella aurita","no","no","yes","Shea et al. 2025",NA,"round sardinella","no","yes","MAR"
249,"Morocco","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","MAR"
250,"Morocco","mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","MAR"
250,"Morocco","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
250,"Morocco","round sardinella","sardinella aurita","no","yes","no","Shea et al. 2025",NA,"round sardinella","no","yes","MAR"
251,"Morocco","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MAR"
252,"Morocco","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","MAR"
252,"Morocco","atlantic chub mackerel","scomber colias","no","no","yes","Shea et al. 2025",NA,"atlantic chub mackerel","no","yes","MAR"
252,"Morocco","round sardinella","sardinella aurita","no","no","yes","Shea et al. 2025",NA,"round sardinella","no","yes","MAR"
252,"Morocco","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","MAR"
253,"Morocco","chub mackerel","scomber colias","no","no","yes","Shea et al. 2025",NA,"chub mackerel","no","yes","MAR"
253,"Morocco","sardine","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","MAR"
254,"Morocco","atlantic chub mackerel","scomber colias","no","no","yes","Shea et al. 2025",NA,"atlantic chub mackerel","no","yes","MAR"
254,"Morocco","round sardinella","sardinella aurita","no","no","yes","Shea et al. 2025",NA,"round sardinella","no","yes","MAR"
254,"Morocco","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","MAR"
255,"Morocco","atlantic chub mackerel","scomber colias","no","no","yes","Shea et al. 2025",NA,"atlantic chub mackerel","no","yes","MAR"
255,"Morocco","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","MAR"
256,"Morocco","chub mackerel","scomber colias","no","no","yes","Shea et al. 2025",NA,"chub mackerel","no","yes","MAR"
256,"Morocco","sardine","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","MAR"
261,"Namibia","horse mackerel","trachurus trachurus","no","yes","no","Shea et al. 2025",NA,"horse mackerel","no","yes","NAM"
297,"Panama","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","PAN"
298,"Panama","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","PAN"
301,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
302,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
303,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
304,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
305,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
306,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
307,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
308,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
309,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
310,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
311,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
312,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
313,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
314,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
315,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
316,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
317,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
318,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
319,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
320,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
321,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
322,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
323,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
324,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
325,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
326,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
327,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
328,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
329,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
330,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
331,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
332,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
333,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
334,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
335,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
336,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
337,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
338,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
339,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
340,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
341,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
342,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
343,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
344,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
345,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
346,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
347,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
348,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
349,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
350,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
351,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
352,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
353,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
354,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
355,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
356,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
357,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
358,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
359,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
360,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
361,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
362,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
363,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
364,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
365,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
366,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
367,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
368,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
369,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
370,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
371,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
372,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
373,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
374,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
375,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
376,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
377,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
378,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
379,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
380,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
381,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
382,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
383,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
384,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
385,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
386,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
387,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
388,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
389,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
390,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
391,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
392,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
393,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
394,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
395,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
396,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
397,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
398,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
399,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
400,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
401,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
402,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
403,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
404,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
405,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
406,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
407,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
408,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
409,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
410,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
411,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
412,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
413,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
414,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
415,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
416,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
417,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
418,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
419,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
420,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
421,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
422,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
423,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
424,"Peru",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PER"
425,"Peru","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","PER"
426,"Philippines",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PHL"
427,"Philippines","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","PHL"
427,"Philippines","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","PHL"
429,"Portugal","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","PRT"
429,"Portugal","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","PRT"
430,"Portugal",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","PRT"
434,"South Africa","californian pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"californian pilchard","no","yes","ZAF"
434,"South Africa","japanese pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","ZAF"
434,"South Africa","european sardine","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european sardine","no","yes","ZAF"
434,"South Africa","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","ZAF"
435,"South Africa","californian pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"californian pilchard","no","yes","ZAF"
435,"South Africa","japanese pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","ZAF"
435,"South Africa","european sardine","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european sardine","no","yes","ZAF"
435,"South Africa","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","ZAF"
436,"South Africa","pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"pilchard","no","yes","ZAF"
436,"South Africa","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","ZAF"
436,"South Africa","red eye","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"red eye","no","yes","ZAF"
436,"South Africa","anchovy","engraulis encrasicolus","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","ZAF"
438,"Samoa","sardine","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","WSM"
438,"Samoa","japanese pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","WSM"
438,"Samoa","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","WSM"
439,"Senegal",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","SEN"
440,"Senegal",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","SEN"
460,"Tunisia","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","TUN"
460,"Tunisia","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","TUN"
460,"Tunisia","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","TUN"
460,"Tunisia","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","TUN"
466,"United Arab Emirates","black sea anchovy","engraulis encrasicolus","no","yes","no","Shea et al. 2025",NA,"black sea anchovy","no","yes","ARE"
487,"Vietnam",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","VNM"
487,"Vietnam",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","VNM"
488,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
489,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
490,"Vietnam",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","VNM"
490,"Vietnam",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","VNM"
491,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
493,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
494,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
495,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
496,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
497,"Vietnam","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","VNM"
497,"Vietnam","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","VNM"
498,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
499,"Vietnam","atlantic cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"atlantic cod","no","yes","VNM"
499,"Vietnam","barramundi","lates calcarifer","yes","no","yes","Shea et al. 2025",NA,"barramundi","no","no","VNM"
499,"Vietnam","pacific cod","gadus macrocephalus","no","no","yes","Shea et al. 2025",NA,"pacific cod","no","yes","VNM"
499,"Vietnam","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","VNM"
499,"Vietnam","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","VNM"
499,"Vietnam","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","VNM"
499,"Vietnam","alaska pollack","gadus chalcogrammus","no","no","yes","Shea et al. 2025",NA,"alaska pollack","no","yes","VNM"
499,"Vietnam","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","VNM"
500,"Vietnam","atlantic cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"atlantic cod","no","yes","VNM"
500,"Vietnam","barramundi","lates calcarifer","yes","no","yes","Shea et al. 2025",NA,"barramundi","no","no","VNM"
500,"Vietnam","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","VNM"
500,"Vietnam","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","VNM"
500,"Vietnam","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","VNM"
500,"Vietnam","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","VNM"
501,"Vietnam","pangasius tra","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
502,"Vietnam","bigeye scad","selar crumenophthalmus","no","yes","no","Shea et al. 2025",NA,"bigeye scad","no","yes","VNM"
502,"Vietnam","greater lizardfish","saurida tumbil","no","yes","no","Shea et al. 2025",NA,"greater lizardfish","no","yes","VNM"
502,"Vietnam","sulphur goatfish","upeneus sulphureus","no","yes","no","Shea et al. 2025",NA,"sulphur goatfish","no","yes","VNM"
502,"Vietnam","yellowtail scad","atule mate","no","yes","no","Shea et al. 2025",NA,"yellowtail scad","no","yes","VNM"
502,"Vietnam","blunt-nose lizardfish","trachinocephalus myops","no","yes","no","Shea et al. 2025",NA,"blunt-nose lizardfish","no","yes","VNM"
503,"Yemen","giant tiger prawn","penaeus monodon","yes","no","yes","Shea et al. 2025",NA,"giant tiger prawn","no","no","YEM"
503,"Yemen","whiteleg shrimp","litopenaeus vannamei","yes","no","yes","Shea et al. 2025",NA,"whiteleg shrimp","no","no","YEM"
3,"Argentina","argentine red shrimp","pleoticus muelleri","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ARG"
3,"Argentina","argentine stiletto shrimp","artemesia longinaris","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ARG"
1,"Argentina",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","ARG"
2,"Argentina",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","ARG"
45,"Chile","antarctic krill","euphausia superba","no","yes","no","Shea et al. 2025",NA,"krill","no","yes","CHL"
57,"Chile","coho(=silver) salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","CHL"
57,"Chile","chinook(=spring=king) salmon","oncorhynchus tshawytscha","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","CHL"
57,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","CHL"
25,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
25,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
25,"Chile","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","CHL"
