"factory_id","country","common_name","sciname","aquaculture","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
101,"Ecuador","longnose anchovy","anchoa nasus","no","yes","no","Shea et al. 2025",NA,"longnose anchovy","no","yes","ECU"
102,"Ecuador","pacific chub mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
102,"Ecuador","frigate tuna","auxis brachydorax","no","yes","no","Shea et al. 2025",NA,"frigate tuna","no","yes","ECU"
102,"Ecuador","shortfin scad","decapterus macrosoma","no","yes","no","Shea et al. 2025",NA,"shortfin scad","no","yes","ECU"
102,"Ecuador","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","ECU"
102,"Ecuador","round herring","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"round herring","no","yes","ECU"
103,"Ecuador","pacific chub mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
103,"Ecuador","frigate tuna","auxis brachydorax","no","yes","no","Shea et al. 2025",NA,"frigate tuna","no","yes","ECU"
103,"Ecuador","shortfin scad","decapterus macrosoma","no","yes","no","Shea et al. 2025",NA,"shortfin scad","no","yes","ECU"
103,"Ecuador","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","ECU"
103,"Ecuador","round herring","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"round herring","no","yes","ECU"
442,"Spain","giant red shrimp","aristaeomorpha foliacea","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","scarlet shrimp","aristaeopsis edwardsiana","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","aristeid shrimps nei","aristeidae","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","blue and red shrimp","aristeus antennatus","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","striped red shrimp","aristeus varidens","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","crangon shrimps nei","crangon","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","common shrimp","crangon crangon","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
443,"Spain","european anchovy","engraulis encrasicolus","no","no","yes","Shea et al. 2025",NA,"anchovy","no","yes","ESP"
445,"Spain","european anchovy","engraulis encrasicolus","no","no","yes","Shea et al. 2025",NA,"anchovy","no","yes","ESP"
442,"Spain","southern pink shrimp","farfantepenaeus notialis","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","whiteleg shrimp","litopenaeus vannamei","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","metapenaeus shrimps nei","metapenaeus","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","palaemon shrimps nei","palaemon","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","palaemonid shrimps nei","palaemonidae","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","palaemonid shrimps nei","palaemonidae","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","pandalid shrimps nei","pandalidae","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","aesop shrimp","pandalus montagui","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","guinea shrimp","parapenaeopsis atlantica","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","deep-water rose shrimp","parapenaeus longirostris","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","pink glass shrimp","pasiphaea multidentata","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","white glass shrimp","pasiphaea sivado","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","penaeid shrimps nei","penaeidae","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","penaeus shrimps nei","penaeus","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","striped soldier shrimp","plesionika edwardsii","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","golden shrimp","plesionika martia","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","ESP"
443,"Spain","atlantic salmon","salmo salar","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","ESP"
445,"Spain","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","ESP"
442,"Spain","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","ESP"
443,"Spain","atlantic salmon","salmo salar","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","ESP"
445,"Spain","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","ESP"
443,"Spain","european pilchard(=sardine)","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
446,"Spain","european pilchard(=sardine)","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
443,"Spain","sardinellas nei","sardinella","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
446,"Spain","sardinellas nei","sardinella","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
443,"Spain","round sardinella","sardinella aurita","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
446,"Spain","round sardinella","sardinella aurita","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
443,"Spain","madeiran sardinella","sardinella maderensis","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
446,"Spain","madeiran sardinella","sardinella maderensis","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","ESP"
442,"Spain","atlantic mud shrimp","solenocera membranacea","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","ESP"
442,"Spain","tunas nei","thunnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","tunas nei","thunnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","tunas nei","thunnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","blackfin tuna","thunnus atlanticus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","blackfin tuna","thunnus atlanticus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","blackfin tuna","thunnus atlanticus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
443,"Spain","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
445,"Spain","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ESP"
442,"Spain","trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"trout","no","no","ESP"
442,"Spain","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","ESP"
444,"Spain","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ESP"
444,"Spain","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","ESP"
444,"Spain","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ESP"
444,"Spain","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","ESP"
445,"Spain","trout","salmo trutta","yes","no","yes","Shea et al. 2025",NA,"trout","no","no","ESP"
445,"Spain","sea bass","dicentrarchus labrax","yes","no","yes","Shea et al. 2025",NA,"sea bass","no","no","ESP"
445,"Spain","yellow tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellow tuna","no","yes","ESP"
445,"Spain","bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"bluefin tuna","no","yes","ESP"
445,"Spain","sea bream","sparus aurata","yes","no","yes","Shea et al. 2025",NA,"sea bream","no","no","ESP"
445,"Spain","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","ESP"
446,"Spain","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ESP"
446,"Spain","longfin tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"longfin tuna","no","yes","ESP"
446,"Spain","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ESP"
446,"Spain","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","ESP"
468,"United Kingdom","slender tuna","allothunnus fallai","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","dogtooth tuna","gymnosarda unicolor","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","blackfin tuna","thunnus atlanticus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
468,"United Kingdom","mackerel","scomber scombrus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","GBR"
468,"United Kingdom","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","GBR"
469,"United Kingdom","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","GBR"
470,"United Kingdom","anglerfish","lophius budegassa","no","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","GBR"
470,"United Kingdom","trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"trout","no","no","GBR"
470,"United Kingdom","salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","GBR"
470,"United Kingdom","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","GBR"
470,"United Kingdom","hake","merluccius merluccius","no","no","yes","Shea et al. 2025",NA,"hake","no","yes","GBR"
470,"United Kingdom","pollock","pollachius pollachius","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","GBR"
470,"United Kingdom","norwegian lobster","nephrops norvegicus","no","no","yes","Shea et al. 2025",NA,"norwegian lobster","no","yes","GBR"
470,"United Kingdom","megrim","lepidorhombus whiffiagonis","no","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
470,"United Kingdom","whiting","merlangius merlangus","no","no","yes","Shea et al. 2025",NA,"whiting","no","yes","GBR"
470,"United Kingdom","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","GBR"
470,"United Kingdom","plaice","pleuronectes platessa","no","no","yes","Shea et al. 2025",NA,"plaice","no","yes","GBR"
470,"United Kingdom","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","GBR"
470,"United Kingdom","sprat","sprattus sprattus","no","no","yes","Shea et al. 2025",NA,"sprat","no","yes","GBR"
470,"United Kingdom","greenland halibut","reinhardtius hippoglossoides","no","no","yes","Shea et al. 2025",NA,"greenland halibut","no","yes","GBR"
470,"United Kingdom","thornback ray","raja clavata","no","no","yes","Shea et al. 2025",NA,"thornback ray","no","yes","GBR"
471,"United Kingdom","trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"trout","no","no","GBR"
471,"United Kingdom","salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","GBR"
471,"United Kingdom","boarfish","capros aper","no","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","GBR"
472,"United Kingdom","anglerfish","lophius budegassa","no","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","GBR"
472,"United Kingdom","salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","GBR"
472,"United Kingdom","cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","GBR"
472,"United Kingdom","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","GBR"
472,"United Kingdom","pollock","pollachius pollachius","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","GBR"
472,"United Kingdom","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","GBR"
472,"United Kingdom","lemon sole","microstomus kitt","no","no","yes","Shea et al. 2025",NA,"lemon sole","no","yes","GBR"
472,"United Kingdom","plaice","pleuronectes platessa","no","no","yes","Shea et al. 2025",NA,"plaice","no","yes","GBR"
472,"United Kingdom","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","GBR"
472,"United Kingdom","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","GBR"
472,"United Kingdom","scallop","pecten maximus","no","no","yes","Shea et al. 2025",NA,"scallop","no","yes","GBR"
472,"United Kingdom","boarfish","capros aper","no","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","GBR"
472,"United Kingdom","pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"pilchard","no","yes","GBR"
473,"United Kingdom","anglerfish","lophius piscatorius","no","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","GBR"
473,"United Kingdom","cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","GBR"
473,"United Kingdom","european hake","merluccius merluccius","no","no","yes","Shea et al. 2025",NA,"european hake","no","yes","GBR"
473,"United Kingdom","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","GBR"
473,"United Kingdom","lesser-spotted dogfish","scyliorhinus canicula","no","no","yes","Shea et al. 2025",NA,"lesser-spotted dogfish","no","yes","GBR"
473,"United Kingdom","ling","molva molva","no","no","yes","Shea et al. 2025",NA,"ling","no","yes","GBR"
473,"United Kingdom","tusk","brosme brosme","no","no","yes","Shea et al. 2025",NA,"tusk","no","yes","GBR"
473,"United Kingdom","whiting","merlangius merlangus","no","no","yes","Shea et al. 2025",NA,"whiting","no","yes","GBR"
473,"United Kingdom","plaice","pleuronectes platessa","no","no","yes","Shea et al. 2025",NA,"plaice","no","yes","GBR"
473,"United Kingdom","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","GBR"
473,"United Kingdom","red gurnard","chelidonichthys cuculus","no","no","yes","Shea et al. 2025",NA,"red gurnard","no","yes","GBR"
473,"United Kingdom","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","GBR"
473,"United Kingdom","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","GBR"
473,"United Kingdom","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","GBR"
473,"United Kingdom","sprat","sprattus sprattus","no","no","yes","Shea et al. 2025",NA,"sprat","no","yes","GBR"
473,"United Kingdom","witch","glyptocephalus cynoglossus","no","no","yes","Shea et al. 2025",NA,"witch","no","yes","GBR"
473,"United Kingdom","squid","loligo vulgaris","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","GBR"
160,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
160,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
160,"Indonesia","rainbow sardine","dussumieria acuta","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
160,"Indonesia","rainbow sardine","dussumieria acuta","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","rainbow sardine","dussumieria acuta","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","rainbow sardine","dussumieria acuta","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","rainbow sardine","dussumieria acuta","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","rainbow sardine","dussumieria acuta","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","rainbow sardine","dussumieria acuta","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","rainbow sardine","dussumieria acuta","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","dogtooth tuna","gymnosarda unicolor","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","dogtooth tuna","gymnosarda unicolor","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","dogtooth tuna","gymnosarda unicolor","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
160,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
160,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","goldstripe sardinella","sardinella gibbosa","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
160,"Indonesia","bali sardinella","sardinella lemuru","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
160,"Indonesia","bali sardinella","sardinella lemuru","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","bali sardinella","sardinella lemuru","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","bali sardinella","sardinella lemuru","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","bali sardinella","sardinella lemuru","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
163,"Indonesia","bali sardinella","sardinella lemuru","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","bali sardinella","sardinella lemuru","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IDN"
164,"Indonesia","bali sardinella","sardinella lemuru","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IDN"
162,"Indonesia","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
162,"Indonesia","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
163,"Indonesia","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
164,"Indonesia","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IDN"
155,"Indonesia","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","IDN"
