"common_name","sciname","source_country_iso3c","source_country_name","trim_prop","trimmings","whole_fish"
"sardinellas nei","sardinella","NGA","Nigeria",0.8,"yes","yes"
"sardinellas nei","sardinella","PHL","Philippines",0,"no","yes"
"sardinellas nei","sardinella","POL","Poland",0.8,"yes","yes"
"sardinellas nei","sardinella","PSE","Palestine",0.8,"yes","yes"
"sardinellas nei","sardinella","QAT","Qatar",0.15,"yes","yes"
"sardinellas nei","sardinella","SEN","Senegal",0.8,"yes","yes"
"sardinellas nei","sardinella","SLE","Sierra Leone",0.8,"yes","yes"
"sardinellas nei","sardinella","STP","Sao Tome and Principe",0.8,"yes","yes"
"sardinellas nei","sardinella","SYR","Syrian Arab Republic",0.8,"yes","yes"
"sardinellas nei","sardinella","TUN","Tunisia",0.8,"yes","yes"
"sardinellas nei","sardinella","TZA","Tanzania, United Rep. of",0.15,"yes","yes"
"sardinellas nei","sardinella","UKR","Ukraine",0.8,"yes","yes"
"sardinellas nei","sardinella","VCT","Saint Vincent/Grenadines",0.8,"yes","yes"
"sardinellas nei","sardinella","VNM","Vietnam",0,"no","yes"
"sardinellas nei","sardinella","unknown","unknown",0.8,"yes","yes"
"shortfin scad","decapterus macrosoma","ECU","Ecuador",0.580756013745705,"yes","yes"
"skipjack tuna","katsuwonus pelamis","AUS","Australia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","CHL","Chile",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","COL","Colombia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","ECU","Ecuador",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","ESP","Spain",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","FRA","France",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","IDN","Indonesia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","IND","India",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","JPN","Japan",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","KOR","Korea, Republic of",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","LKA","Sri Lanka",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","MEX","Mexico",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","MUS","Mauritius",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","MYS","Malaysia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","NIC","Nicaragua",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","PAN","Panama",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","PER","Peru",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","PHL","Philippines",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","POL","Poland",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","SLV","El Salvador",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","SYC","Seychelles",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","THA","Thailand",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","TWN","Taiwan Province of China",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","USA","United States of America",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","VEN","Venezuela (Boliv Rep of)",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","VNM","Vietnam",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","VUT","Vanuatu",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","unknown","unknown",1,"yes","no"
"small sandeel","ammodytes tobianus","DNK","Denmark",0,"no","yes"
"small sandeel","ammodytes tobianus","ESP","Spain",0,"no","yes"
"small sandeel","ammodytes tobianus","NOR","Norway",0,"no","yes"
"small sandeel","ammodytes tobianus","POL","Poland",0,"no","yes"
"smooth sandeel","gymnammodytes semisquamatus","ESP","Spain",0,"no","yes"
"south american pilchard","sardinops sagax","CHL","Chile",0,"no","yes"
"south american pilchard","sardinops sagax","CHN","China",0,"no","yes"
"south american pilchard","sardinops sagax","ECU","Ecuador",0,"no","yes"
"south american pilchard","sardinops sagax","JPN","Japan",0,"no","yes"
"south american pilchard","sardinops sagax","KOR","Korea, Republic of",0,"no","yes"
"south american pilchard","sardinops sagax","MEX","Mexico",0,"no","yes"
"south american pilchard","sardinops sagax","NZL","New Zealand",0,"no","yes"
"south american pilchard","sardinops sagax","PAN","Panama",0,"no","yes"
"south american pilchard","sardinops sagax","PER","Peru",0,"no","yes"
"south american pilchard","sardinops sagax","RUS","Russian Federation",0,"no","yes"
"south american pilchard","sardinops sagax","USA","United States of America",0,"no","yes"
"southern african anchovy","engraulis capensis","ZAF","South Africa",0.11,"yes","yes"
"southern bluefin tuna","thunnus maccoyii","AUS","Australia",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","IDN","Indonesia",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","JPN","Japan",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","KOR","Korea, Republic of",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","TWN","Taiwan Province of China",1,"yes","no"
"splendid ponyfish","eubleekeria splendens","VNM","Vietnam",1,"yes","no"
"stolephorus anchovies nei","stolephorus","HKG","China, Hong Kong SAR",0.11,"yes","yes"
"tuna-like fishes nei","perciformes","AUS","Australia",1,"yes","no"
"tuna-like fishes nei","perciformes","COL","Colombia",1,"yes","no"
"tuna-like fishes nei","perciformes","ECU","Ecuador",1,"yes","no"
"tuna-like fishes nei","perciformes","ESP","Spain",1,"yes","no"
"tuna-like fishes nei","perciformes","IDN","Indonesia",1,"yes","no"
"tuna-like fishes nei","perciformes","KOR","Korea, Republic of",1,"yes","no"
"tuna-like fishes nei","perciformes","LKA","Sri Lanka",1,"yes","no"
"tuna-like fishes nei","perciformes","MYS","Malaysia",1,"yes","no"
"tuna-like fishes nei","perciformes","PER","Peru",1,"yes","no"
"tuna-like fishes nei","perciformes","TLS","Timor-Leste",1,"yes","no"
"tunas nei","thunnus","ECU","Ecuador",1,"yes","no"
"tunas nei","thunnus","ESP","Spain",1,"yes","no"
"tunas nei","thunnus","PRT","Portugal",1,"yes","no"
"yellowfin tuna","thunnus albacares","ASM","American Samoa",1,"yes","no"
"yellowfin tuna","thunnus albacares","AUS","Australia",1,"yes","no"
"yellowfin tuna","thunnus albacares","CHL","Chile",1,"yes","no"
"yellowfin tuna","thunnus albacares","CHN","China",1,"yes","no"
"yellowfin tuna","thunnus albacares","COL","Colombia",1,"yes","no"
"yellowfin tuna","thunnus albacares","ECU","Ecuador",0.973859260067954,"yes","yes"
"yellowfin tuna","thunnus albacares","ESP","Spain",1,"yes","no"
"yellowfin tuna","thunnus albacares","FRA","France",1,"yes","no"
"yellowfin tuna","thunnus albacares","GBR","United Kingdom",1,"yes","no"
"yellowfin tuna","thunnus albacares","IDN","Indonesia",1,"yes","no"
"yellowfin tuna","thunnus albacares","IND","India",1,"yes","no"
"yellowfin tuna","thunnus albacares","JPN","Japan",1,"yes","no"
"yellowfin tuna","thunnus albacares","KOR","Korea, Republic of",1,"yes","no"
"yellowfin tuna","thunnus albacares","LKA","Sri Lanka",1,"yes","no"
"yellowfin tuna","thunnus albacares","MEX","Mexico",0.609756097560976,"yes","yes"
"yellowfin tuna","thunnus albacares","MUS","Mauritius",1,"yes","no"
"yellowfin tuna","thunnus albacares","MYS","Malaysia",1,"yes","no"
"yellowfin tuna","thunnus albacares","NIC","Nicaragua",1,"yes","no"
"yellowfin tuna","thunnus albacares","OMN","Oman",0,"no","yes"
"yellowfin tuna","thunnus albacares","PAN","Panama",1,"yes","no"
"yellowfin tuna","thunnus albacares","PER","Peru",1,"yes","no"
"yellowfin tuna","thunnus albacares","PHL","Philippines",0.973859260067954,"yes","yes"
"yellowfin tuna","thunnus albacares","PNG","Papa New Guinea",1,"yes","no"
"yellowfin tuna","thunnus albacares","PRT","Portugal",1,"yes","no"
"yellowfin tuna","thunnus albacares","SLV","El Salvador",1,"yes","no"
"yellowfin tuna","thunnus albacares","SYC","Seychelles",1,"yes","no"
"yellowfin tuna","thunnus albacares","THA","Thailand",1,"yes","no"
"yellowfin tuna","thunnus albacares","TLS","Timor-Leste",1,"yes","no"
"yellowfin tuna","thunnus albacares","TWN","Taiwan Province of China",1,"yes","no"
"yellowfin tuna","thunnus albacares","USA","United States of America",1,"yes","no"
"yellowfin tuna","thunnus albacares","VEN","Venezuela (Boliv Rep of)",1,"yes","no"
"yellowfin tuna","thunnus albacares","VNM","Vietnam",1,"yes","no"
"yellowfin tuna","thunnus albacares","VUT","Vanuatu",1,"yes","no"
"yellowfin tuna","thunnus albacares","ZAF","South Africa",1,"yes","no"
"yellowfin tuna","thunnus albacares","unknown","unknown",1,"yes","no"
