"common_name","sciname","Species name from report/literature","source_country_name","source_country_iso3c","processor_iso3c","wholefish","trimmings","Proportion of production which is trimmings derived","Source"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Chile","CHL","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","China","CHN","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Colombia","COL","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Ecuador","ECU","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","El Salvador","SLV","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Japan","JPN","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Korea, Republic of","KOR","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Mexico","MEX","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Nicaragua","NIC","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Panama","PAN","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Portugal","PRT","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Spain","ESP","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Taiwan Province of China","TWN","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","United States of America","USA","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Vanuatu","VUT","VNM","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","AUS","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","CHL","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","CHN","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","CRI","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","DNK","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","ECU","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","ESP","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","FRA","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","GBR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","GRC","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","NOR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","TUR","no","yes",1,"Biomar 2023"
"bigeye tuna","thunnus obesus","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","VNM","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","AUS","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","CHL","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","CHN","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","CRI","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","DNK","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","ECU","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","ESP","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","FRA","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","GBR","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","GRC","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","NOR","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","TUR","no","yes",1,"Biomar 2023"
"atlantic bluefin tuna","thunnus thynnus","Tuna Spp.","unknown","unknown","VNM","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","AUS","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","CHL","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","CHN","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","CRI","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","DNK","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","ECU","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","ESP","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","FRA","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","GBR","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","GRC","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","NOR","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","TUR","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","Australia","AUS","VNM","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","AUS","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","CHL","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","CHN","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","CRI","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","DNK","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","ECU","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","ESP","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","FRA","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","GBR","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","GRC","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","NOR","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","TUR","no","yes",1,"Biomar 2023"
"longtail tuna","thunnus tonggol","Tuna Spp.","India","IND","VNM","no","yes",1,"Biomar 2023"
