"common_name","sciname","Species name from report/literature","source_country_name","source_country_iso3c","processor_iso3c","wholefish","trimmings","Proportion of production which is trimmings derived","Source"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","DNK","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","ECU","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","ESP","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","FRA","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","GBR","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","GRC","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","NOR","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","TUR","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Vanuatu","VUT","VNM","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","AUS","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","CHL","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","CHN","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","CRI","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","DNK","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","ECU","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","ESP","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","FRA","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","GBR","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","GRC","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","NOR","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","TUR","no","yes",1,"Biomar 2023"
"skipjack tuna","katsuwonus pelamis","Tuna Spp.","Venezuela (Boliv Rep of)","VEN","VNM","no","yes",1,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Faroe Islands","FRO","VNM","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","France","FRA","VNM","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Greenland","GRL","VNM","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Iceland","ISL","VNM","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Norway","NOR","VNM","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Russian Federation","RUS","VNM","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","AUS","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","CHL","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","CHN","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","CRI","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","DNK","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","ECU","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","ESP","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","FRA","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","GBR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","GRC","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","NOR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","TUR","yes","yes",0.6,"Biomar 2023"
"capelin","mallotus villosus","Capelin","Spain","ESP","VNM","yes","yes",0.6,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Denmark","DNK","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Faroe Islands","FRO","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","France","FRA","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Germany","DEU","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Greenland","GRL","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Iceland","ISL","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Ireland","IRL","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Lithuania","LTU","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","CHN","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","CRI","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","DNK","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","ECU","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","ESP","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","FRA","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","GBR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","GRC","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","NOR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","TUR","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Netherlands","NLD","VNM","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Norway","NOR","AUS","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Norway","NOR","CHL","yes","yes",0.02,"Biomar 2023"
"blue whiting(=poutassou)","micromesistius poutassou","Blue Whiting","Norway","NOR","CHN","yes","yes",0.02,"Biomar 2023"
